Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros Mbps,Total suma Mbps
2022,4,La Pampa,7785,60566,24552,19995,1266,114164,31,94,113993,171,68,1687,52618,10334,9167,4479,19783,16028,114164
2022,4,La Rioja,6120,54387,19328,6395,32,86262,21,79,86258,4,18,595,2531,3010,24435,5029,50644,0,86262
2022,4,Mendoza,37655,77814,147080,27607,1948,292104,14,51,291327,777,103,2954,35541,20355,35935,14909,161163,21144,292104
2022,4,Misiones,33204,87202,46885,11075,7903,186269,14,52,186269,0,51,3510,35622,21373,12196,3182,101745,8590,186269
2022,4,Neuquén,28609,72679,31567,23815,3510,160180,23,78,159712,468,168,994,38814,13960,13008,5739,85247,2250,160180
2022,4,Río Negro,34043,48401,43958,16277,19413,162092,21,68,161544,548,111,1081,32053,13931,20442,7335,57495,29644,162092
2022,4,Salta,36939,97023,53470,11884,6544,205860,14,57,205855,5,114,1197,31530,71105,5036,117,90014,6747,205860
2022,4,San Juan,38570,22913,12491,21912,7940,103826,12,50,103545,281,24,2027,30069,11247,20440,8188,19991,11840,103826
2022,4,San Luis,6283,43460,3409,81557,511,135220,25,90,135028,192,60,624,11785,24684,13981,78506,2227,3353,135220
2022,4,Santa Cruz,9702,23876,12217,3746,662,50203,12,43,50005,198,51,6810,11616,11509,10374,3236,5559,1048,50203
2022,4,Santa Fe,163621,412157,248558,44113,19242,887691,24,78,887581,110,468,9374,115767,194420,73345,22899,453078,18340,887691
2022,4,Santiago Del Estero,13577,80955,15117,6911,2934,119494,11,48,119492,2,178,1267,26183,58136,17735,661,14345,989,119494
2022,4,Tierra Del Fuego,12754,41293,405,157,651,55260,30,101,54948,312,22,902,11649,13634,21365,3612,1812,2264,55260
2022,4,Tucumán,69441,20668,168717,4069,527,263422,15,61,263392,30,39,1562,29996,35425,26369,1375,153538,15118,263422
2022,3,Buenos Aires,339648,2748325,1436433,126846,70416,4721668,26,78,4715469,6199,29985,27709,290315,297915,267044,124190,3618689,65821,4721668
2022,3,Capital Federal,140791,1240125,129218,5758,31787,1547679,50,122,1545534,2145,517,5742,34371,67829,51946,28692,1253105,105477,1547679
2022,3,Catamarca,10010,10495,46224,1329,2235,70293,16,65,70292,1,71,384,3107,5389,5099,3737,50298,2208,70293
2022,3,Chaco,27164,61800,44645,8178,2359,144146,11,43,144141,5,461,987,16782,18938,8049,15828,79390,3711,144146
2022,3,Chubut,45377,72212,9574,29784,8831,165778,25,84,164874,904,109,1444,45707,30940,34682,15309,17563,20024,165778
2022,3,Córdoba,163770,465461,338570,61070,9797,1038668,27,88,1038600,68,99,11312,153324,111615,70989,27112,650344,13873,1038668
2022,3,Corrientes,36508,77140,18619,7256,5323,144846,12,48,144842,4,67,3865,23427,23948,7776,21706,56950,7107,144846
2022,3,Entre Ríos,60345,132952,36971,26098,12593,268959,19,63,268937,22,107,5549,47210,46855,18263,32021,102195,16759,268959
2022,3,Formosa,14470,25880,11041,16935,212,68538,11,43,68537,1,97,307,23538,19545,6194,564,17704,589,68538
2022,3,Jujuy,19257,52978,40172,4033,2383,118823,15,58,118823,0,58,1879,19135,15254,36083,519,45895,0,118823
2022,3,La Pampa,7796,60078,23551,20216,4451,116092,31,96,115921,171,68,1887,61540,9653,11592,5609,22731,3012,116092
2022,3,La Rioja,6842,53899,19697,6395,31,86864,21,80,86860,4,18,689,2842,3375,24219,5331,50390,0,86864
2022,3,Mendoza,37659,78858,142615,27625,2766,289523,14,51,288746,777,103,2953,44232,21977,48201,17243,150043,4771,289523
2022,3,Misiones,35513,88902,39046,11074,7622,182157,14,51,182157,0,51,3749,36628,20758,12676,19615,80330,8350,182157
2022,3,Neuquén,29352,75815,29396,27482,1116,163161,23,80,162693,468,134,991,38485,14080,9200,6700,78713,14858,163161
2022,3,Río Negro,35552,48260,41017,16760,18969,160558,20,67,160010,548,111,1221,32936,17860,27934,13629,42596,24271,160558
2022,3,Salta,40006,96984,50254,10082,7215,204541,13,57,204536,5,114,1490,32923,71199,5662,1001,85661,6491,204541
2022,3,San Juan,38570,22723,12328,21860,7918,103399,12,50,103118,281,24,2027,30324,11247,22157,6780,19221,11619,103399
2022,3,San Luis,6860,29363,248,70614,14985,122070,23,81,121888,182,60,307,6563,20813,12061,67438,13,14815,122070
2022,3,Santa Cruz,10170,24047,10815,3896,582,49510,12,43,49312,198,52,6841,12342,11313,11378,2333,4604,647,49510
2022,3,Santa Fe,183740,426255,215189,43079,19547,887810,24,78,887700,110,468,11132,132709,198588,70897,57455,396352,20209,887810
2022,3,Santiago Del Estero,15385,80937,13170,6618,2922,119032,11,47,119030,2,178,1384,28357,58982,16087,910,12342,792,119032
2022,3,Tierra Del Fuego,12754,39963,403,125,651,53896,29,99,53584,312,22,831,12002,14815,20102,1752,1021,3351,53896
2022,3,Tucumán,77738,18518,162345,3997,519,263117,15,61,263087,30,39,2047,32571,39018,25214,4348,159600,280,263117
2022,2,Buenos Aires,350652,2719613,1399043,126847,71028,4667183,26,77,4660984,6199,30639,28323,295238,307554,273954,129869,3535757,65849,4667183
2022,2,Capital Federal,145491,1232226,121506,5757,31791,1536771,49,121,1534626,2145,517,5980,36036,72434,55372,31571,1229254,105607,1536771
2022,2,Catamarca,11928,9430,42087,1329,2234,67008,15,62,67007,1,71,413,3678,6155,7165,3393,43926,2207,67008
2022,2,Chaco,29552,61284,42194,8178,2356,143564,11,43,143559,5,461,1047,17603,20109,8391,15974,76271,3708,143564
2022,2,Chubut,45377,69242,9574,29784,8828,162805,25,83,161901,904,109,1444,45804,31217,34290,14526,15394,20021,162805
2022,2,Córdoba,179181,467595,308895,61107,9657,1026435,26,87,1026367,68,99,11971,160486,120485,71923,28645,619400,13426,1026435
2022,2,Corrientes,38468,75769,18181,7256,5323,144997,12,48,144993,4,67,3937,24253,24842,8001,21719,55071,7107,144997
2022,2,Entre Ríos,63794,131029,35839,26098,12592,269352,19,63,269330,22,107,5656,48637,48557,18512,32355,98769,16759,269352
2022,2,Formosa,15397,25487,9875,16910,212,67881,11,43,67881,0,97,407,23834,19706,6330,591,16326,590,67881
2022,2,Jujuy,20303,54495,34184,3955,2377,115314,14,57,115314,0,58,1829,19458,15790,37786,549,37391,2453,115314
2022,2,La Pampa,7796,59273,22994,20200,1264,111527,30,92,111356,171,68,1887,62546,9842,11800,5247,17125,3012,111527
2022,2,La Rioja,7759,52656,19189,6395,31,86030,21,80,86026,4,18,728,3179,3890,23814,5481,48920,0,86030
2022,2,Mendoza,37663,77504,135504,26964,1927,279562,13,49,278785,777,103,2954,44961,22557,64138,19543,121366,3940,279562
2022,2,Misiones,37208,89260,33649,11074,7622,178813,13,51,178813,0,51,3808,37254,21712,12774,19757,75107,8350,178813
2022,2,Neuquén,29749,74905,28824,27371,1119,161968,23,80,161500,468,134,999,38826,15066,9205,2039,76982,18717,161968
2022,2,Río Negro,36050,47040,40946,16760,18968,159764,20,67,159216,548,111,1227,33364,17938,27168,13714,41972,24270,159764
2022,2,Salta,42665,96178,47076,10068,7190,203177,13,57,203172,5,114,1530,33732,72661,6012,1156,81478,6494,203177
2022,2,San Juan,38570,19734,12328,21859,7916,100407,12,49,100126,281,24,2027,30385,11276,24649,3728,16701,11617,100407
2022,2,San Luis,6860,29034,248,70614,14985,121741,23,81,121559,182,60,306,6840,21217,11052,67438,13,14815,121741
2022,2,Santa Cruz,10170,23725,10815,3896,579,49185,12,43,48987,198,52,6841,12348,11369,11885,2454,3592,644,49185
2022,2,Santa Fe,198492,428233,189503,43081,19550,878859,24,77,878749,110,468,11757,138534,204381,74133,58114,373888,17584,878859
2022,2,Santiago Del Estero,16561,80338,11605,6618,2922,118044,11,47,118042,2,178,1401,29581,59931,14606,883,10672,792,118044
2022,2,Tierra Del Fuego,12754,39837,403,125,651,53770,29,99,53458,312,22,831,12052,14828,19968,1712,1006,3351,53770
2022,2,Tucumán,85893,15327,148823,3997,487,254527,14,59,254497,30,39,2195,34461,43513,23634,4863,145541,281,254527
2022,1,Buenos Aires,392045,2728865,1242121,125521,66872,4555424,25,76,4549131,6293,31591,30056,313382,321756,290127,161183,3381049,26280,4555424
2022,1,Capital Federal,102290,1217225,62308,5784,29934,1417541,46,111,1415378,2163,527,5575,39918,77390,61053,43289,1188072,1717,1417541
2022,1,Catamarca,14181,15517,29118,1328,2234,62378,14,58,62377,1,71,456,4386,7009,8773,3761,35715,2207,62378
2022,1,Chaco,32391,64546,36662,8164,2356,144119,11,44,144114,5,461,1099,16888,21235,20898,13012,62946,7580,144119
2022,1,Chubut,44133,66667,9184,30592,21052,171628,26,88,170701,927,113,1677,61369,31856,33080,13871,14055,15607,171628
2022,1,Córdoba,195610,501799,235838,60843,9713,1003803,26,85,1003729,74,100,12782,165922,126009,73967,34892,577027,13104,1003803
2022,1,Corrientes,40462,79093,10875,6774,5374,142578,12,47,142574,4,67,4029,24563,25665,27077,10452,43631,7094,142578
2022,1,Entre Ríos,67159,138986,23091,26098,12592,267926,19,63,267904,22,107,5745,50075,49620,42294,21578,81757,16750,267926
2022,1,Formosa,16397,15927,5146,16876,202,54548,8,34,54548,0,97,448,24113,6945,6613,716,15028,588,54548
2022,1,Jujuy,21307,60616,25949,4662,3975,116509,14,58,116509,0,58,1761,22141,16321,37923,576,35287,2442,116509
2022,1,La Pampa,8003,58978,21739,19903,1109,109732,30,91,109560,172,301,2223,62812,9869,12044,5250,14400,2833,109732
2022,1,La Rioja,9103,59228,9546,6395,31,84303,20,78,84299,4,18,778,3576,4692,23624,5645,45970,0,84303
2022,1,Mendoza,49464,74145,123228,26969,1379,275185,13,48,274399,786,114,3355,51230,26407,74178,21566,95048,3287,275185
2022,1,Misiones,39147,91752,25178,7807,7624,171508,13,49,171508,0,51,3873,35655,22261,26855,15854,58610,8349,171508
2022,1,Neuquén,28443,73200,24193,23098,745,149679,22,74,149208,471,137,1123,39856,15623,11163,2654,71238,7885,149679
2022,1,Río Negro,38662,45366,38037,16815,18494,157374,20,67,156821,553,116,1383,35565,18859,26926,14144,37729,22652,157374
2022,1,Salta,44714,98667,40994,5950,7190,197515,13,56,197510,5,114,1725,35576,68246,6313,2214,76838,6489,197515
2022,1,San Juan,34038,14449,11294,20723,7674,88178,11,43,87888,290,26,2269,32356,11914,25144,2088,11916,2465,88178
2022,1,San Luis,7987,11296,31,71809,28721,119844,23,80,119659,185,61,643,8287,3837,9802,68612,13,28589,119844
2022,1,Santa Cruz,10537,23420,10766,3974,405,49102,12,43,48898,204,51,6898,12710,11502,12277,2628,2551,485,49102
2022,1,Santa Fe,213486,444609,146552,45261,20571,870479,24,77,870364,115,468,12435,143796,208361,84787,58018,344170,18444,870479
2022,1,Santiago Del Estero,18118,87979,1093,6349,2922,116461,11,47,116459,2,178,1401,30220,61170,13542,849,8309,792,116461
2022,1,Tierra Del Fuego,13031,38700,416,124,340,52611,29,98,52298,313,24,894,12849,15640,18034,1767,982,2421,52611
2022,1,Tucumán,92532,62396,86174,3995,487,245584,14,57,245554,30,39,2212,36028,46961,21014,5211,133846,273,245584
2021,4,Buenos Aires,426325,2706506,1176024,126887,73415,4509157,25,75,4502772,6385,37821,11026,352950,331292,297296,196021,3259793,22958,4509157
2021,4,Capital Federal,111360,1205128,60005,5679,29947,1412119,45,111,1409935,2184,563,1695,47133,81899,66135,66755,1147939,0,1412119
2021,4,Catamarca,16385,13858,25100,1512,2235,59090,14,55,59089,1,71,0,6038,7855,9804,3262,29827,2233,59090
2021,4,Chaco,35548,63145,34688,8005,2359,143745,11,44,143740,5,461,112,18845,22678,21937,13692,58435,7585,143745
2021,4,Chubut,46361,57412,9655,28041,18839,160308,25,82,159364,944,126,1294,63698,39568,31175,5780,2904,15763,160308
2021,4,Córdoba,212011,487489,217214,61277,8779,986770,25,84,986693,77,100,2479,184548,130892,76246,41198,538700,12607,986770
2021,4,Corrientes,42523,71183,10138,6778,5290,135912,11,45,135908,4,67,645,28830,26368,22922,10087,39911,7082,135912
2021,4,Entre Ríos,70459,133387,23452,25022,12726,265046,18,63,265024,22,107,3024,56043,49636,38295,24068,77290,16583,265046
2021,4,Formosa,17211,15111,5151,16018,172,53663,8,34,53663,0,84,0,22908,6983,6811,1135,13775,1967,53663
2021,4,Jujuy,22330,60511,24156,2927,3991,113915,14,56,113915,0,58,175,22446,16793,38134,564,33421,2324,113915
2021,4,La Pampa,8175,58000,20192,19286,1354,107007,29,89,106834,173,301,493,64840,9082,12259,4821,12184,3027,107007
2021,4,La Rioja,10387,56651,9446,6613,31,83128,20,77,83124,4,18,1,5018,5437,23559,5671,43424,0,83128
2021,4,Mendoza,59842,71553,109667,24666,1859,267587,13,47,266783,804,156,1463,66428,30308,75214,18621,75031,366,267587
2021,4,Misiones,41778,92068,22035,7649,7602,171132,13,49,171132,0,51,5,41916,23554,26721,15954,54596,8335,171132
2021,4,Neuquén,29175,72761,23253,21531,746,147466,21,73,146989,477,140,940,42313,13264,10515,3310,69217,7767,147466
2021,4,Río Negro,42037,44495,32212,16558,18451,153753,20,65,153189,564,156,1174,38373,19878,31255,4130,36142,22645,153753
2021,4,Salta,46972,99808,39555,5882,7188,199405,13,56,199399,6,114,20,40673,69324,6642,3535,72622,6475,199405
2021,4,San Juan,35868,13102,11072,11423,8493,79958,10,39,79667,291,44,1442,28906,10955,23978,398,9800,4435,79958
2021,4,San Luis,8472,11064,30,70560,28723,118849,22,80,118662,187,62,264,8550,4276,9107,67363,9,29218,118849
2021,4,Santa Cruz,10790,22902,10031,4346,417,48486,12,43,48276,210,52,297,20305,11641,13054,1770,876,491,48486
2021,4,Santa Fe,233427,444373,128856,43556,16229,866441,24,77,866265,176,467,581,169706,206856,85690,62349,322015,18777,866441
2021,4,Santiago Del Estero,19032,86563,1088,6256,2922,115861,11,47,115859,2,178,909,31915,61524,12205,800,7537,793,115861
2021,4,Tierra Del Fuego,13317,38148,426,124,342,52357,29,98,52042,315,26,385,13505,16534,16562,1748,1017,2580,52357
2021,4,Tucumán,97830,59022,78790,2511,486,238639,13,55,238609,30,39,97,37321,48736,21023,5326,125857,240,238639
2021,3,Buenos Aires,585729,2595485,885613,120228,64554,4251609,23,71,4246425,5184,37193,31149,1108940,248153,141383,192797,2482266,9728,4251609
2021,3,Capital Federal,142902,1192107,42966,6059,29371,1413405,45,111,1411797,1608,295,603,156978,67013,39785,73502,1075229,0,1413405
2021,3,Catamarca,18413,11709,22331,1568,2233,56254,13,52,56253,1,71,0,6755,8428,10517,1659,26618,2206,56254
2021,3,Chaco,38258,63659,27583,8018,2353,139871,11,42,139868,3,301,112,22545,20986,23852,14412,49705,7958,139871
2021,3,Chubut,49269,55794,8946,23376,18681,156066,24,80,155266,800,104,105,89168,26281,18538,5320,1643,14907,156066
2021,3,Córdoba,229275,477223,167495,57617,15178,946788,24,81,946726,62,99,2452,204989,141285,65050,47198,476459,9256,946788
2021,3,Corrientes,44805,69403,7542,6766,5303,133819,11,44,133816,3,67,645,29629,28478,24792,9687,35468,5053,133819
2021,3,Entre Ríos,74443,128752,20485,23500,13195,260375,18,62,260360,15,107,3024,61354,59776,39114,16284,67961,12755,260375
2021,3,Formosa,18093,14111,4730,15690,171,52795,8,33,52795,0,381,0,22778,7142,6978,1192,12707,1617,52795
2021,3,Jujuy,23554,60758,19926,2952,3968,111158,14,55,111158,0,48,175,23884,16417,37755,561,29917,2401,111158
2021,3,La Pampa,9015,57881,17817,14479,1295,100487,27,84,100371,116,298,313,65063,7395,8737,4023,10506,4152,100487
2021,3,La Rioja,11329,54744,9444,6613,30,82160,20,77,82157,3,18,1,5366,5979,23315,4868,42613,0,82160
2021,3,Mendoza,91474,71247,70579,21811,828,255939,12,45,255320,619,36,31,151871,12640,62628,7596,21087,50,255939
2021,3,Misiones,43230,89469,10969,7198,7662,158528,12,45,158528,0,51,5,41932,25099,26079,14792,42291,8279,158528
2021,3,Neuquén,29650,73794,16455,19270,640,139809,20,69,139436,373,112,327,57441,8566,6234,3631,57919,5579,139809
2021,3,Río Negro,47934,44519,18725,15031,18376,144585,19,61,144084,501,125,557,68991,3730,14880,2282,34011,20009,144585
2021,3,Salta,49212,98318,36126,5724,6453,195833,13,55,195831,2,101,20,41431,70104,6962,3878,67010,6327,195833
2021,3,San Juan,40072,12922,6670,11372,8447,79483,10,39,79227,256,18,333,59873,752,13250,338,278,4641,79483
2021,3,San Luis,8417,11884,27,68856,28680,117864,22,79,117716,148,60,0,11552,2405,6491,67942,22,29392,117864
2021,3,Santa Cruz,12347,22961,6328,4269,3071,48976,13,43,48779,197,50,0,30561,8365,6799,1788,678,735,48976
2021,3,Santa Fe,245929,443156,93412,43447,15640,841584,23,75,841433,151,467,579,193207,201250,83941,55080,290793,16267,841584
2021,3,Santiago Del Estero,19939,85535,909,6147,2928,115458,11,47,115457,1,123,909,32752,61838,11274,801,6863,898,115458
2021,3,Tierra Del Fuego,12853,36958,6,16,390,50223,28,94,49934,289,17,0,23723,13397,9782,1433,976,895,50223
2021,3,Tucumán,104489,53868,70964,2408,743,232472,13,54,232447,25,32,97,39446,50293,21986,5300,115154,164,232472
2021,2,Buenos Aires,603255,2503830,854173,113546,57547,4132351,23,70,4127167,5184,37192,31178,1096049,244001,140322,236897,2337604,9108,4132351
2021,2,Capital Federal,148989,1175097,41318,5580,29371,1400355,45,110,1398747,1608,294,603,157558,73568,43859,86655,1037752,66,1400355
2021,2,Catamarca,20305,9426,22331,1449,2233,55744,13,52,55743,1,71,0,7219,9091,6828,4941,25388,2206,55744
2021,2,Chaco,39826,62948,27584,8018,2353,140729,11,43,140726,3,301,112,23444,21574,24032,16069,47239,7958,140729
2021,2,Chubut,49271,41497,6081,23682,18706,139237,22,72,138412,825,104,105,89639,22605,16604,3896,1112,5172,139237
2021,2,Córdoba,239780,467782,151855,55944,15519,930880,24,80,930818,62,99,2452,201757,136516,66950,70824,442357,9925,930880
2021,2,Corrientes,46648,67262,3731,6557,5303,129501,11,43,129498,3,67,645,29419,27037,24524,10059,32697,5053,129501
2021,2,Entre Ríos,77836,124957,17856,23786,13197,257632,18,61,257617,15,107,3024,63518,55349,39468,18484,61605,16077,257632
2021,2,Formosa,19571,12509,3610,15690,171,51551,8,33,51551,0,381,0,22364,7310,7460,1341,11077,1618,51551
2021,2,Jujuy,24738,60800,19611,2731,3968,111848,14,56,111848,0,48,175,24182,16577,37908,607,29950,2401,111848
2021,2,La Pampa,9017,57014,17132,13209,1295,97667,27,82,97551,116,298,554,64146,7769,8128,3399,9311,4062,97667
2021,2,La Rioja,11627,54255,9445,6245,30,81602,20,76,81599,3,18,1,5312,5971,23298,4825,42158,19,81602
2021,2,Mendoza,91503,70834,44696,21811,827,229671,11,40,229052,619,36,31,137462,10886,56117,4403,20686,50,229671
2021,2,Misiones,44960,87861,10376,5317,7662,156176,12,45,156176,0,51,5,41643,25907,25811,16172,38308,8279,156176
2021,2,Neuquén,30083,72690,15619,19218,640,138250,20,69,137877,373,112,327,57713,8631,5871,5943,54008,5645,138250
2021,2,Río Negro,48189,43761,18727,15031,18376,144084,19,61,143583,501,125,557,69356,3663,15019,3867,31488,20009,144084
2021,2,Salta,51396,96016,32050,5724,6453,191639,13,54,191637,2,101,20,42543,67012,7099,9654,58882,6328,191639
2021,2,San Juan,40072,12369,6673,11372,8447,78933,10,39,78677,256,18,333,59989,784,12550,340,278,4641,78933
2021,2,San Luis,8417,11308,28,66860,36205,122818,23,83,122670,148,60,0,11752,2703,5418,65946,22,36917,122818
2021,2,Santa Cruz,12347,22967,6328,4269,3071,48982,13,44,48785,197,50,0,30595,8463,6888,1575,676,735,48982
2021,2,Santa Fe,256741,431915,90424,43997,17523,840600,23,75,840449,151,467,896,202018,204077,80452,75195,262124,15371,840600
2021,2,Santiago Del Estero,20734,83770,909,5081,3596,114090,11,46,114089,1,123,909,32034,62224,10359,811,6064,1566,114090
2021,2,Tierra Del Fuego,12853,22504,6,14,316,35693,20,67,35404,289,17,0,21335,6913,4580,476,889,1483,35693
2021,2,Tucumán,110429,48359,71683,1837,743,233051,13,54,233026,25,32,97,40224,51648,23732,5022,109616,2680,233051
2021,1,Buenos Aires,629679,2452056,821597,98806,57864,4060002,22,69,4054936,5066,36939,31187,1108368,240520,163747,222061,2246313,10867,4060002
2021,1,Capital Federal,159805,1145093,39980,5559,29236,1379673,44,108,1378283,1390,135,244,159662,76753,56457,83255,1003041,126,1379673
2021,1,Catamarca,26316,4409,18688,322,2233,51968,12,48,51967,1,71,0,7423,8455,10115,712,22996,2196,51968
2021,1,Chaco,43214,61251,25426,8004,1875,139770,11,43,139767,3,301,112,24357,22102,27556,14496,42462,8384,139770
2021,1,Chubut,45501,40960,3444,23723,18712,132340,21,68,131515,825,106,109,86986,21401,15392,2844,1112,4390,132340
2021,1,Córdoba,260350,444695,134634,54137,17065,910881,24,78,910826,55,93,2386,211799,135092,74659,71984,402191,12677,910881
2021,1,Corrientes,49160,62876,3337,5949,5303,126625,11,42,126622,3,67,527,31544,26223,26169,9001,27641,5453,126625
2021,1,Entre Ríos,83688,118424,16846,20836,12169,251963,18,60,251950,13,105,2911,67255,56060,42432,15774,54600,12826,251963
2021,1,Formosa,20663,11412,2562,15669,380,50686,8,32,50686,0,56,0,22409,7569,7916,1215,9579,1942,50686
2021,1,Jujuy,32254,54324,17322,2677,3879,110456,14,55,110456,0,49,175,23735,17293,40649,568,25609,2378,110456
2021,1,La Pampa,8946,58711,15779,12369,1300,97105,26,81,96989,116,298,554,68200,7864,7611,2786,7368,2424,97105
2021,1,La Rioja,17363,34984,1,250,30,52628,13,49,52625,3,18,1,36749,5968,4604,215,5074,-1,52628
2021,1,Mendoza,91844,69295,38619,18332,833,218923,10,39,218308,615,28,40,134386,11216,52533,4061,16615,44,218923
2021,1,Misiones,48292,82339,7064,4796,6896,149387,11,43,149387,0,51,524,40949,25503,27101,14050,32953,8256,149387
2021,1,Neuquén,30223,70457,14171,17752,632,133235,19,66,132862,373,116,327,56171,8443,5903,5677,50840,5758,133235
2021,1,Río Negro,48777,42192,17828,13994,18377,141168,18,60,140667,501,125,466,70011,4187,13045,3642,29589,20103,141168
2021,1,Salta,54768,89187,31498,5669,6452,187574,13,53,187572,2,109,20,40785,68149,9164,8139,54889,6319,187574
2021,1,San Juan,40072,11589,6671,11482,8453,78267,9,39,78011,256,25,194,60439,858,11494,340,276,4641,78267
2021,1,San Luis,8417,10678,28,63826,36205,119154,23,81,119006,148,58,0,11889,2926,4429,62913,22,36917,119154
2021,1,Santa Cruz,12347,23089,5975,4264,390,46065,12,41,45868,197,50,0,30655,8334,6987,1337,647,-1945,46065
2021,1,Santa Fe,277012,421480,70976,39140,17519,826127,23,73,825990,137,518,891,201632,204458,91846,65476,236924,24382,826127
2021,1,Santiago Del Estero,26468,75849,570,5158,3596,111641,11,45,111640,1,123,909,33884,58464,8549,700,4868,4144,111641
2021,1,Tierra Del Fuego,12853,27247,6,0,316,40422,22,77,40133,289,17,0,21379,1468,4317,486,919,11836,40422
2021,1,Tucumán,147199,12185,69954,1834,740,231912,13,54,231890,22,29,97,42810,53416,25255,4188,103437,2680,231912
2020,4,Buenos Aires,635651,2441248,804991,93444,57927,4033261,22,68,4028195,5066,36939,31197,1109865,242243,214171,213588,2176242,9016,4033261
2020,4,Capital Federal,163060,1142528,39890,4815,29237,1379530,44,108,1378140,1390,135,244,160210,78123,60208,80269,1000073,268,1379530
2020,4,Catamarca,26870,5115,17856,322,2233,52396,12,49,52395,1,71,0,8843,8740,11436,591,20406,2309,52396
2020,4,Chaco,44332,61200,23687,7997,1875,139091,11,43,139088,3,301,112,24782,22479,26802,15701,40949,7965,139091
2020,4,Chubut,45703,39756,3040,23363,18712,130574,20,68,129749,825,106,109,88157,21824,12046,2818,1112,4402,130574
2020,4,Córdoba,267396,439322,125620,52827,17536,902701,23,78,902646,55,119,2386,214963,135262,82221,70013,384169,13568,902701
2020,4,Corrientes,50102,61495,3146,5626,5290,125659,11,42,125656,3,67,527,31900,26321,25687,9383,26789,4985,125659
2020,4,Entre Ríos,85683,113670,15653,20206,12169,247381,17,59,247368,13,105,2911,65659,53556,40755,16600,53141,14654,247381
2020,4,Formosa,21264,10789,2432,15341,380,50206,8,32,50206,0,56,0,23540,7606,7181,1197,8946,1680,50206
2020,4,Jujuy,32850,52815,15639,1077,3470,105851,13,53,105851,0,49,182,23772,14379,44930,446,19282,2811,105851
2020,4,La Pampa,9009,58945,15432,12194,1315,96895,26,81,96779,116,298,554,70184,8124,6562,2396,6257,2520,96895
2020,4,La Rioja,17513,34984,1,250,30,52778,13,50,52775,3,18,1,36906,6060,4633,181,4979,0,52778
2020,4,Mendoza,91842,68364,36083,18331,833,215453,10,38,214838,615,28,40,146312,11172,40396,3378,11557,2570,215453
2020,4,Misiones,49462,79855,6589,4359,6896,147161,11,42,147161,0,51,524,39988,26078,26445,14810,32264,7001,147161
2020,4,Neuquén,30468,70614,13732,17689,632,133135,19,67,132762,373,116,327,56434,8478,5791,5493,50776,5720,133135
2020,4,Río Negro,48991,42022,17826,13994,18377,141210,18,61,140709,501,125,466,70305,4153,13131,3512,29372,20146,141210
2020,4,Salta,56659,87817,30604,5858,6452,187390,13,54,187388,2,109,514,41443,68829,15188,8291,46697,6319,187390
2020,4,San Juan,40072,7004,6599,10468,8453,72596,9,36,72340,256,25,194,61316,740,5126,332,275,4588,72596
2020,4,San Luis,8417,11767,27,63019,36205,119435,23,81,119287,148,58,0,14020,3490,2688,62239,22,36918,119435
2020,4,Santa Cruz,12347,19657,1041,4659,2970,40674,11,36,40477,197,47,0,27173,4382,6634,1033,647,758,40674
2020,4,Santa Fe,287271,414746,62692,38712,17392,820813,23,73,820676,137,518,891,206372,203793,94246,65145,226246,23602,820813
2020,4,Santiago Del Estero,26812,70522,570,5169,3596,106669,10,43,106668,1,123,909,34518,57590,4666,411,4520,3932,106669
2020,4,Tierra Del Fuego,12853,26439,6,0,316,39614,22,76,39325,289,17,0,21881,6119,3497,488,922,6690,39614
2020,4,Tucumán,149322,11150,68043,1834,740,231089,13,54,231067,22,29,97,44095,54334,32155,4105,93594,2680,231089
2020,3,Buenos Aires,653930,2384557,749087,94162,55541,3937277,22,67,3932211,5066,37542,31514,1113823,234710,219772,194248,2085815,19853,3937277
2020,3,Capital Federal,170375,1129573,39417,3936,29374,1372675,44,107,1371285,1390,264,312,162222,85083,68753,78028,977766,247,1372675
2020,3,Catamarca,26868,3690,16857,261,2228,49904,11,47,49903,1,63,0,8276,8768,11195,562,18886,2154,49904
2020,3,Chaco,45745,58825,20675,6706,2003,133954,11,41,133951,3,308,112,24675,21639,27546,13751,38729,7194,133954
2020,3,Chubut,45761,39386,2897,23216,18767,130027,20,68,129202,825,158,109,87559,22114,12217,2818,1110,3942,130027
2020,3,Córdoba,276360,430771,102217,48368,9756,867472,23,75,867417,55,168,3064,218599,124833,84236,63823,361021,11728,867472
2020,3,Corrientes,50858,58681,2960,5513,5379,123391,10,41,123388,3,72,527,35190,23315,25308,8615,25344,5020,123391
2020,3,Entre Ríos,87892,106950,13954,20379,12320,241495,17,58,241482,13,130,2911,66648,51478,40797,14377,49395,15759,241495
2020,3,Formosa,21790,10003,2000,15023,393,49209,8,31,49209,0,391,151,23163,7432,7125,991,8219,1737,49209
2020,3,Jujuy,32611,57682,11112,952,4371,106728,13,54,106728,0,55,182,32131,10566,45198,293,15238,3065,106728
2020,3,La Pampa,9015,56845,14677,11893,1305,93735,26,79,93619,116,293,810,66695,7820,5577,2189,6322,4029,93735
