Año,Trimestre,Provincia,acceso_actual,nuevo_acceso,KPI
2015,1,Mendoza,32.36588756051825,32.49199583186653,0.39
2015,2,Mendoza,32.49199583186653,32.49199583186653,0.0
2015,3,Mendoza,32.49199583186653,32.48895249500142,-0.01
2015,4,Mendoza,32.48895249500142,32.12333888801278,-1.13
2016,1,Mendoza,32.12333888801278,32.12597179442594,0.01
2016,2,Mendoza,32.12597179442594,32.08835884566649,-0.12
2016,3,Mendoza,32.08835884566649,32.10735338479002,0.06
2016,4,Mendoza,32.10735338479002,31.843012770179666,-0.82
2017,1,Mendoza,31.843012770179666,31.75860536139077,-0.27
2017,2,Mendoza,31.75860536139077,35.70493177720565,12.43
2017,3,Mendoza,35.70493177720565,33.32562553415048,-6.66
2017,4,Mendoza,33.32562553415048,37.07215110240331,11.24
2018,1,Mendoza,37.07215110240331,36.97287272406129,-0.27
2018,2,Mendoza,36.97287272406129,37.990597267996215,2.75
2018,3,Mendoza,37.990597267996215,37.757783845911696,-0.61
2018,4,Mendoza,37.757783845911696,37.657164970282864,-0.27
2019,1,Mendoza,37.657164970282864,40.754624235362655,8.23
2019,2,Mendoza,40.754624235362655,40.73714258735342,-0.04
2019,3,Mendoza,40.73714258735342,33.64903072027183,-17.4
2019,4,Mendoza,33.64903072027183,33.14207670017271,-1.51
2020,1,Mendoza,33.14207670017271,36.25224342110005,9.38
2020,2,Mendoza,36.25224342110005,37.348633137232696,3.02
2020,3,Mendoza,37.348633137232696,38.62957896227819,3.43
2020,4,Mendoza,38.62957896227819,39.153661528996416,1.36
2021,1,Mendoza,39.153661528996416,40.97324182617088,4.65
2021,2,Mendoza,40.97324182617088,45.54828468056102,11.17
2021,3,Mendoza,45.54828468056102,47.50531709031775,4.3
2021,4,Mendoza,47.50531709031775,48.73524093558345,2.59
2022,1,Mendoza,48.73524093558345,49.39,1.34
2022,2,Mendoza,49.39,51.03,3.32
2022,3,Mendoza,51.03,51.36,0.65
2022,4,Mendoza,51.36,51.4,0.08
2023,1,Mendoza,51.4,52.09,1.34
2023,2,Mendoza,52.09,52.03,-0.12
2014,1,Misiones,23.13653864847733,23.367747601299843,1.0
2014,2,Misiones,23.367747601299843,23.567356954345527,0.85
2014,3,Misiones,23.567356954345527,24.162430605588312,2.52
2014,4,Misiones,24.162430605588312,26.305604105190643,8.87
2015,1,Misiones,26.305604105190643,27.34768244882168,3.96
2015,2,Misiones,27.34768244882168,28.306345093436885,3.51
2015,3,Misiones,28.306345093436885,28.68665889154237,1.34
2015,4,Misiones,28.68665889154237,28.36765259095629,-1.11
2016,1,Misiones,28.36765259095629,29.239512823021972,3.07
2016,2,Misiones,29.239512823021972,29.905385775898186,2.28
2016,3,Misiones,29.905385775898186,29.720149807797423,-0.62
2016,4,Misiones,29.720149807797423,29.522202363131044,-0.67
2017,1,Misiones,29.522202363131044,30.089248025085933,1.92
2017,2,Misiones,30.089248025085933,30.205990933031902,0.39
2017,3,Misiones,30.205990933031902,31.14218485379854,3.1
2017,4,Misiones,31.14218485379854,30.95673588446963,-0.6
2018,1,Misiones,30.95673588446963,31.630907682221824,2.18
2018,2,Misiones,31.630907682221824,32.10366641805902,1.49
2018,3,Misiones,32.10366641805902,34.4507488777944,7.31
2018,4,Misiones,34.4507488777944,36.25716826552349,5.24
2019,1,Misiones,36.25716826552349,39.14612554169944,7.97
2019,2,Misiones,39.14612554169944,39.33292986744382,0.48
2019,3,Misiones,39.33292986744382,39.78923684048622,1.16
2019,4,Misiones,39.78923684048622,39.01834755171205,-1.94
2020,1,Misiones,39.01834755171205,40.88779600969606,4.79
2020,2,Misiones,40.88779600969606,41.60448628544863,1.75
2020,3,Misiones,41.60448628544863,42.64411416119227,2.5
2020,4,Misiones,42.64411416119227,43.172438905971845,1.24
2021,1,Misiones,43.172438905971845,45.0128113119994,4.26
2021,2,Misiones,45.0128113119994,45.57065365808786,1.24
2021,3,Misiones,45.57065365808786,49.06462073058497,7.67
2021,4,Misiones,49.06462073058497,49.04334199772953,-0.04
2022,1,Misiones,49.04334199772953,51.0,3.99
2022,2,Misiones,51.0,51.82,1.61
2022,3,Misiones,51.82,52.85,1.99
2022,4,Misiones,52.85,53.97,2.12
2023,1,Misiones,53.97,55.18,2.24
2023,2,Misiones,55.18,55.51,0.6
2014,1,Neuquén,49.79160519138556,50.84274905844866,2.11
2014,2,Neuquén,50.84274905844866,56.39541102706976,10.92
2014,3,Neuquén,56.39541102706976,52.55498969724957,-6.81
2014,4,Neuquén,52.55498969724957,51.95443673810251,-1.14
2015,1,Neuquén,51.95443673810251,53.11733659323144,2.24
2015,2,Neuquén,53.11733659323144,54.59931489671118,2.79
2015,3,Neuquén,54.59931489671118,58.2893377687955,6.76
2015,4,Neuquén,58.2893377687955,55.75393700425406,-4.35
2016,1,Neuquén,55.75393700425406,59.09828553366204,6.0
2016,2,Neuquén,59.09828553366204,60.21485088853954,1.89
2016,3,Neuquén,60.21485088853954,60.873667228199054,1.09
2016,4,Neuquén,60.873667228199054,61.02302006782746,0.25
2017,1,Neuquén,61.02302006782746,61.91013427666159,1.45
2017,2,Neuquén,61.91013427666159,60.8304131050389,-1.74
2017,3,Neuquén,60.8304131050389,61.24232317785096,0.68
2017,4,Neuquén,61.24232317785096,61.517390351563726,0.45
2018,1,Neuquén,61.517390351563726,60.23679161402031,-2.08
2018,2,Neuquén,60.23679161402031,60.48661674396911,0.41
2018,3,Neuquén,60.48661674396911,59.06916926636779,-2.34
2018,4,Neuquén,59.06916926636779,58.87800433437489,-0.32
2019,1,Neuquén,58.87800433437489,63.0809643276744,7.14
2019,2,Neuquén,63.0809643276744,64.13887269491578,1.68
2019,3,Neuquén,64.13887269491578,59.35590092822445,-7.46
2019,4,Neuquén,59.35590092822445,61.84749362355069,4.2
2020,1,Neuquén,61.84749362355069,63.89846903376432,3.32
2020,2,Neuquén,63.89846903376432,65.24417025530218,2.11
2020,3,Neuquén,65.24417025530218,67.00234522048092,2.69
2020,4,Neuquén,67.00234522048092,66.84208942045272,-0.24
2021,1,Neuquén,66.84208942045272,69.14021084638621,3.44
2021,2,Neuquén,69.14021084638621,69.70653344501615,0.82
2021,3,Neuquén,69.70653344501615,73.30016254020012,5.16
2021,4,Neuquén,73.30016254020012,74.17305509992715,1.19
2022,1,Neuquén,74.17305509992715,80.02,7.88
2022,2,Neuquén,80.02,80.37,0.44
2022,3,Neuquén,80.37,78.67,-2.12
2022,4,Neuquén,78.67,78.55,-0.15
2023,1,Neuquén,78.55,78.97,0.53
2023,2,Neuquén,78.97,79.97,1.27
2014,1,Río Negro,44.913957131788514,45.33491032014632,0.94
2014,2,Río Negro,45.33491032014632,46.19618715783015,1.9
2014,3,Río Negro,46.19618715783015,45.47806275120403,-1.55
2014,4,Río Negro,45.47806275120403,45.32694907202778,-0.33
2015,1,Río Negro,45.32694907202778,45.97612013432327,1.43
2015,2,Río Negro,45.97612013432327,46.389186656745146,0.9
2015,3,Río Negro,46.389186656745146,46.43948111494307,0.11
2015,4,Río Negro,46.43948111494307,45.83512638708331,-1.3
2016,1,Río Negro,45.83512638708331,46.24011307812744,0.88
2016,2,Río Negro,46.24011307812744,46.38796536215942,0.32
2016,3,Río Negro,46.38796536215942,46.38521035065572,-0.01
2016,4,Río Negro,46.38521035065572,46.02953874119518,-0.77
2017,1,Río Negro,46.02953874119518,46.02080512293318,-0.02
2017,2,Río Negro,46.02080512293318,48.51865893950063,5.43
2017,3,Río Negro,48.51865893950063,49.37562976824529,1.77
2017,4,Río Negro,49.37562976824529,49.816861312232405,0.89
2018,1,Río Negro,49.816861312232405,50.1478946239634,0.66
2018,2,Río Negro,50.1478946239634,50.54264808703746,0.79
2018,3,Río Negro,50.54264808703746,51.86140345426057,2.61
2018,4,Río Negro,51.86140345426057,53.57164978100252,3.3
2019,1,Río Negro,53.57164978100252,61.0942074999118,14.04
2019,2,Río Negro,61.0942074999118,63.42470088700958,3.81
2019,3,Río Negro,63.42470088700958,55.70500968287489,-12.17
2019,4,Río Negro,55.70500968287489,55.11566865962362,-1.06
2020,1,Río Negro,55.11566865962362,56.36933524879196,2.27
2020,2,Río Negro,56.36933524879196,57.05240591584501,1.21
2020,3,Río Negro,57.05240591584501,61.08861548045476,7.07
2020,4,Río Negro,61.08861548045476,60.87924030325769,-0.34
2021,1,Río Negro,60.87924030325769,61.94204057417748,1.75
2021,2,Río Negro,61.94204057417748,61.967213114754095,0.04
2021,3,Río Negro,61.967213114754095,65.69489961160652,6.02
2021,4,Río Negro,65.69489961160652,67.03640754987029,2.04
2022,1,Río Negro,67.03640754987029,67.85,1.21
2022,2,Río Negro,67.85,67.98,0.19
2022,3,Río Negro,67.98,68.42,0.65
2022,4,Río Negro,68.42,69.16,1.08
2023,1,Río Negro,69.16,68.56,-0.87
2023,2,Río Negro,68.56,68.4,-0.23
2014,1,Salta,28.69955950963068,28.91459400086288,0.75
2014,2,Salta,28.91459400086288,29.2226843537979,1.07
2014,3,Salta,29.2226843537979,29.534861619577978,1.07
2014,4,Salta,29.534861619577978,30.00978823344275,1.61
2015,1,Salta,30.00978823344275,30.46112384270092,1.5
2015,2,Salta,30.46112384270092,31.175945212858437,2.35
2015,3,Salta,31.175945212858437,31.593492648071862,1.34
2015,4,Salta,31.593492648071862,31.315545971153234,-0.88
2016,1,Salta,31.315545971153234,32.08172602508202,2.45
2016,2,Salta,32.08172602508202,32.95583168118035,2.72
2016,3,Salta,32.95583168118035,32.69411973937546,-0.79
2016,4,Salta,32.69411973937546,32.57548931482305,-0.36
2017,1,Salta,32.57548931482305,32.739420263626215,0.5
2017,2,Salta,32.739420263626215,39.839700806907416,21.69
2017,3,Salta,39.839700806907416,39.79624247145896,-0.11
2017,4,Salta,39.79624247145896,39.7755916329188,-0.05
2018,1,Salta,39.7755916329188,39.93719209989731,0.41
2018,2,Salta,39.93719209989731,39.42741342068409,-1.28
2018,3,Salta,39.42741342068409,39.80161006973815,0.95
2018,4,Salta,39.80161006973815,40.09834441771615,0.75
2019,1,Salta,40.09834441771615,41.89319832036978,4.48
2019,2,Salta,41.89319832036978,44.47617792228716,6.17
2019,3,Salta,44.47617792228716,50.35463892238824,13.22
2019,4,Salta,50.35463892238824,49.59568027012866,-1.51
2020,1,Salta,49.59568027012866,51.58158335340357,4.0
2020,2,Salta,51.58158335340357,52.31571212848803,1.42
2020,3,Salta,52.31571212848803,54.04275200147659,3.3
2020,4,Salta,54.04275200147659,53.93001926339093,-0.21
2021,1,Salta,53.93001926339093,54.930090174788894,1.85
2021,2,Salta,54.930090174788894,55.9642780595842,1.88
2021,3,Salta,55.9642780595842,56.81442605762217,1.52
2021,4,Salta,56.81442605762217,56.10759340849759,-1.24
2022,1,Salta,56.10759340849759,57.54,2.55
2022,2,Salta,57.54,57.76,0.38
2022,3,Salta,57.76,57.96,0.35
2022,4,Salta,57.96,57.67,-0.5
2023,1,Salta,57.67,57.48,-0.33
2023,2,Salta,57.48,57.57,0.16
2014,1,San Juan,27.59549302299609,27.782697817958912,0.68
2014,2,San Juan,27.782697817958912,27.854244478102743,0.26
2014,3,San Juan,27.854244478102743,28.037145714560676,0.66
2014,4,San Juan,28.037145714560676,27.553192759766446,-1.73
2015,1,San Juan,27.553192759766446,27.64305342045848,0.33
2015,2,San Juan,27.64305342045848,27.66538565566005,0.08
2015,3,San Juan,27.66538565566005,27.6648539357743,-0.0
2015,4,San Juan,27.6648539357743,27.330794110004312,-1.21
2016,1,San Juan,27.330794110004312,27.34078151409113,0.04
2016,2,San Juan,27.34078151409113,27.31712713599077,-0.09
2016,3,San Juan,27.31712713599077,27.292421452197058,-0.09
2016,4,San Juan,27.292421452197058,27.03676098842391,-0.94
2017,1,San Juan,27.03676098842391,26.96461612024698,-0.27
2017,2,San Juan,26.96461612024698,32.36688935995978,20.03
2017,3,San Juan,32.36688935995978,30.29992919128174,-6.39
2017,4,San Juan,30.29992919128174,32.60917745169287,7.62
2018,1,San Juan,32.60917745169287,32.94664884868421,1.03
2018,2,San Juan,32.94664884868421,33.05141650392377,0.32
2018,3,San Juan,33.05141650392377,31.89625207025579,-3.5
2018,4,San Juan,31.89625207025579,31.833058053465464,-0.2
2019,1,San Juan,31.833058053465464,35.59971733748176,11.83
2019,2,San Juan,35.59971733748176,37.06231303554226,4.11
2019,3,San Juan,37.06231303554226,32.85497572815534,-11.35
2019,4,San Juan,32.85497572815534,32.392292136304725,-1.41
2020,1,San Juan,32.392292136304725,35.09485776365026,8.34
2020,2,San Juan,35.09485776365026,38.78995525412846,10.53
2020,3,San Juan,38.78995525412846,36.32088215575813,-6.37
2020,4,San Juan,36.32088215575813,39.055194335357605,7.53
2021,1,San Juan,39.055194335357605,39.28402570062062,0.59
2021,2,San Juan,39.28402570062062,39.4554480019856,0.44
2021,3,San Juan,39.4554480019856,39.588851864871685,0.34
2021,4,San Juan,39.588851864871685,43.54598160933163,10.0
2022,1,San Juan,43.54598160933163,49.46,13.58
2022,2,San Juan,49.46,50.8,2.71
2022,3,San Juan,50.8,50.88,0.16
2022,4,San Juan,50.88,49.75,-2.22
2023,1,San Juan,49.75,47.52,-4.48
2023,2,San Juan,47.52,50.45,6.17
2014,1,San Luis,9.347207842190002,9.717910199871824,3.97
2014,2,San Luis,9.717910199871824,9.711210759672754,-0.07
2014,3,San Luis,9.711210759672754,9.786393366351197,0.77
2014,4,San Luis,9.786393366351197,9.716048963760594,-0.72
2015,1,San Luis,9.716048963760594,9.707971837203658,-0.08
2015,2,San Luis,9.707971837203658,9.70650326873876,-0.02
2015,3,San Luis,9.70650326873876,9.705768984506312,-0.01
2015,4,San Luis,9.705768984506312,9.586346282770212,-1.23
2016,1,San Luis,9.586346282770212,9.60373385160232,0.18
2016,2,San Luis,9.60373385160232,9.630539686885156,0.28
2016,3,San Luis,9.630539686885156,9.640682435370556,0.11
2016,4,San Luis,9.640682435370556,9.545500193678896,-0.99
2017,1,San Luis,9.545500193678896,9.513970314868304,-0.33
2017,2,San Luis,9.513970314868304,15.477861790298098,62.69
2017,3,San Luis,15.477861790298098,10.586731069754228,-31.6
2017,4,San Luis,10.586731069754228,15.14879034827491,43.09
2018,1,San Luis,15.14879034827491,15.150424491351384,0.01
2018,2,San Luis,15.150424491351384,52.35311497551916,245.56
2018,3,San Luis,52.35311497551916,67.55045369760039,29.03
2018,4,San Luis,67.55045369760039,67.3379373977716,-0.31
2019,1,San Luis,67.3379373977716,81.789994425864,21.46
2019,2,San Luis,81.789994425864,85.22608876849344,4.2
2019,3,San Luis,85.22608876849344,74.92002603481464,-12.09
2019,4,San Luis,74.92002603481464,76.30854184641933,1.85
2020,1,San Luis,76.30854184641933,78.4096773527651,2.75
2020,2,San Luis,78.4096773527651,79.96172209417188,1.98
2020,3,San Luis,79.96172209417188,81.67947806105701,2.15
2020,4,San Luis,81.67947806105701,81.23730177127507,-0.54
2021,1,San Luis,81.23730177127507,83.47810720063075,2.76
2021,2,San Luis,83.47810720063075,79.87043349212911,-4.32
2021,3,San Luis,79.87043349212911,80.29578283135379,0.53
2021,4,San Luis,80.29578283135379,80.72423060601774,0.53
2022,1,San Luis,80.72423060601774,81.76,1.28
2022,2,San Luis,81.76,81.74,-0.02
2022,3,San Luis,81.74,90.27,10.44
2022,4,San Luis,90.27,90.17,-0.11
2023,1,San Luis,90.17,93.41,3.59
2023,2,San Luis,93.41,98.55,5.5
2014,1,Santa Cruz,28.939093063577776,29.377007153054272,1.51
2014,2,Santa Cruz,29.377007153054272,28.231942904274984,-3.9
2014,3,Santa Cruz,28.231942904274984,27.802678969652344,-1.52
2014,4,Santa Cruz,27.802678969652344,27.994863943494483,0.69
2015,1,Santa Cruz,27.994863943494483,27.072245027448236,-3.3
2015,2,Santa Cruz,27.072245027448236,27.60606098342944,1.97
2015,3,Santa Cruz,27.60606098342944,27.74476906647967,0.5
2015,4,Santa Cruz,27.74476906647967,26.865862521449998,-3.17
2016,1,Santa Cruz,26.865862521449998,26.728911725319804,-0.51
2016,2,Santa Cruz,26.728911725319804,26.835201895450695,0.4
2016,3,Santa Cruz,26.835201895450695,27.04676021484584,0.79
2016,4,Santa Cruz,27.04676021484584,26.52499173785465,-1.93
2017,1,Santa Cruz,26.52499173785465,26.248619828709558,-1.04
2017,2,Santa Cruz,26.248619828709558,33.29182971658959,26.83
2017,3,Santa Cruz,33.29182971658959,28.912492882806827,-13.15
2017,4,Santa Cruz,28.912492882806827,33.55275989857616,16.05
2018,1,Santa Cruz,33.55275989857616,33.33236451006607,-0.66
2018,2,Santa Cruz,33.33236451006607,32.72785029455932,-1.81
2018,3,Santa Cruz,32.72785029455932,23.68919410065612,-27.62
2018,4,Santa Cruz,23.68919410065612,23.66765499676892,-0.09
2019,1,Santa Cruz,23.66765499676892,28.846063055322123,21.88
2019,2,Santa Cruz,28.846063055322123,35.62816097885956,23.51
2019,3,Santa Cruz,35.62816097885956,36.71136308535834,3.04
2019,4,Santa Cruz,36.71136308535834,35.97427628896549,-2.01
2020,1,Santa Cruz,35.97427628896549,35.79262396979603,-0.5
2020,2,Santa Cruz,35.79262396979603,35.95152890784452,0.44
2020,3,Santa Cruz,35.95152890784452,36.99957245908797,2.92
2020,4,Santa Cruz,36.99957245908797,41.64783103990742,12.56
2021,1,Santa Cruz,41.64783103990742,44.01491665543425,5.68
2021,2,Santa Cruz,44.01491665543425,43.74732028012005,-0.61
2021,3,Santa Cruz,43.74732028012005,43.05121466117346,-1.59
2021,4,Santa Cruz,43.05121466117346,43.33842311053054,0.67
2022,1,Santa Cruz,43.33842311053054,43.15,-0.43
2022,2,Santa Cruz,43.15,43.19,0.09
2022,3,Santa Cruz,43.19,43.53,0.79
2022,4,Santa Cruz,43.53,43.42,-0.25
2023,1,Santa Cruz,43.42,41.66,-4.05
2023,2,Santa Cruz,41.66,40.89,-1.85
2014,1,Santa Fe,47.84766256547095,48.39035138670138,1.13
2014,2,Santa Fe,48.39035138670138,49.19588444557267,1.66
2014,3,Santa Fe,49.19588444557267,49.99962302348271,1.63
2014,4,Santa Fe,49.99962302348271,50.24449475931921,0.49
2015,1,Santa Fe,50.24449475931921,51.17653890867876,1.86
2015,2,Santa Fe,51.17653890867876,52.14595474084349,1.89
2015,3,Santa Fe,52.14595474084349,52.60808978585806,0.89
2015,4,Santa Fe,52.60808978585806,51.27734085407622,-2.53
2016,1,Santa Fe,51.27734085407622,52.43647725937112,2.26
2016,2,Santa Fe,52.43647725937112,52.67215036886248,0.45
2016,3,Santa Fe,52.67215036886248,52.19105023718895,-0.91
2016,4,Santa Fe,52.19105023718895,51.970107692080425,-0.42
2017,1,Santa Fe,51.970107692080425,52.26961123969867,0.58
2017,2,Santa Fe,52.26961123969867,60.90635563451515,16.52
2017,3,Santa Fe,60.90635563451515,61.7127712196729,1.32
2017,4,Santa Fe,61.7127712196729,62.28199844300957,0.92
2018,1,Santa Fe,62.28199844300957,62.57079239957442,0.46
2018,2,Santa Fe,62.57079239957442,63.4096146162309,1.34
2018,3,Santa Fe,63.4096146162309,65.58706886191564,3.43
2018,4,Santa Fe,65.58706886191564,66.97409094791476,2.11
2019,1,Santa Fe,66.97409094791476,67.42291993321949,0.67
2019,2,Santa Fe,67.42291993321949,68.87178057593026,2.15
2019,3,Santa Fe,68.87178057593026,69.48235725596862,0.89
2019,4,Santa Fe,69.48235725596862,69.52357940253133,0.06
2020,1,Santa Fe,69.52357940253133,70.002168637187,0.69
2020,2,Santa Fe,70.002168637187,72.12060247348236,3.03
2020,3,Santa Fe,72.12060247348236,73.58073807267776,2.02
2020,4,Santa Fe,73.58073807267776,73.91656407026184,0.46
2021,1,Santa Fe,73.91656407026184,75.06878626293008,1.56
2021,2,Santa Fe,75.06878626293008,75.01704762728227,-0.07
2021,3,Santa Fe,75.01704762728227,77.08920179439227,2.76
2021,4,Santa Fe,77.08920179439227,77.30458474758402,0.28
2022,1,Santa Fe,77.30458474758402,77.9,0.77
2022,2,Santa Fe,77.9,78.55,0.83
2022,3,Santa Fe,78.55,78.4,-0.19
2022,4,Santa Fe,78.4,78.13,-0.34
2023,1,Santa Fe,78.13,78.83,0.9
2023,2,Santa Fe,78.83,79.09,0.33
2014,1,Santiago Del Estero,16.309923503967603,16.695567347354444,2.36
2014,2,Santiago Del Estero,16.695567347354444,16.49220390830193,-1.22
2014,3,Santiago Del Estero,16.49220390830193,17.26920158364512,4.71
2014,4,Santiago Del Estero,17.26920158364512,17.0558169911586,-1.24
2015,1,Santiago Del Estero,17.0558169911586,17.110566632982863,0.32
2015,2,Santiago Del Estero,17.110566632982863,17.11882253135319,0.05
2015,3,Santiago Del Estero,17.11882253135319,17.00497803803607,-0.67
2015,4,Santiago Del Estero,17.00497803803607,16.205749206821952,-4.7
2016,1,Santiago Del Estero,16.205749206821952,15.888925047306124,-1.96
2016,2,Santiago Del Estero,15.888925047306124,15.329646578472886,-3.52
2016,3,Santiago Del Estero,15.329646578472886,15.067847510433346,-1.71
2016,4,Santiago Del Estero,15.067847510433346,14.702119493368588,-2.43
2017,1,Santiago Del Estero,14.702119493368588,14.118988073971998,-3.97
2017,2,Santiago Del Estero,14.118988073971998,35.12104488438485,148.75
2017,3,Santiago Del Estero,35.12104488438485,29.126386109501063,-17.07
2017,4,Santiago Del Estero,29.126386109501063,34.9882694482421,20.13
2018,1,Santiago Del Estero,34.9882694482421,35.25646421116424,0.77
2018,2,Santiago Del Estero,35.25646421116424,36.24961697805127,2.82
2018,3,Santiago Del Estero,36.24961697805127,37.40072595129344,3.18
2018,4,Santiago Del Estero,37.40072595129344,37.51941674600391,0.32
2019,1,Santiago Del Estero,37.51941674600391,52.78997126317105,40.7
2019,2,Santiago Del Estero,52.78997126317105,55.30391146854541,4.76
2019,3,Santiago Del Estero,55.30391146854541,42.92077382358182,-22.39
2019,4,Santiago Del Estero,42.92077382358182,42.466359187991806,-1.06
2020,1,Santiago Del Estero,42.466359187991806,43.46716682468362,2.36
2020,2,Santiago Del Estero,43.46716682468362,43.37593131691913,-0.21
2020,3,Santiago Del Estero,43.37593131691913,43.749256620689934,0.86
2020,4,Santiago Del Estero,43.749256620689934,45.67308282365455,4.4
2021,1,Santiago Del Estero,45.67308282365455,46.557275364921054,1.94
2021,2,Santiago Del Estero,46.557275364921054,47.0,0.95
2021,3,Santiago Del Estero,47.0,47.0459491943867,0.1
2021,4,Santiago Del Estero,47.0459491943867,47.17273839324049,0.27
2022,1,Santiago Del Estero,47.17273839324049,47.7,1.12
2022,2,Santiago Del Estero,47.7,47.98,0.59
2022,3,Santiago Del Estero,47.98,48.05,0.15
2022,4,Santiago Del Estero,48.05,47.55,-1.04
2023,1,Santiago Del Estero,47.55,47.14,-0.86
2023,2,Santiago Del Estero,47.14,48.67,3.25
2014,1,Tierra Del Fuego,63.965925574153744,64.35604517159936,0.61
2014,2,Tierra Del Fuego,64.35604517159936,65.68610204476191,2.07
2014,3,Tierra Del Fuego,65.68610204476191,66.13781947338316,0.69
2014,4,Tierra Del Fuego,66.13781947338316,74.23495170010268,12.24
2015,1,Tierra Del Fuego,74.23495170010268,74.50787431664719,0.37
2015,2,Tierra Del Fuego,74.50787431664719,74.85845784033849,0.47
2015,3,Tierra Del Fuego,74.85845784033849,66.46220433623792,-11.22
2015,4,Tierra Del Fuego,66.46220433623792,65.83304163135006,-0.95
2016,1,Tierra Del Fuego,65.83304163135006,67.71824288255286,2.86
2016,2,Tierra Del Fuego,67.71824288255286,68.94049249100736,1.8
2016,3,Tierra Del Fuego,68.94049249100736,70.30526590539473,1.98
2016,4,Tierra Del Fuego,70.30526590539473,68.91974851288131,-1.97
2017,1,Tierra Del Fuego,68.91974851288131,68.46322075955756,-0.66
2017,2,Tierra Del Fuego,68.46322075955756,65.74180473434595,-3.98
2017,3,Tierra Del Fuego,65.74180473434595,59.89413596263622,-8.89
2017,4,Tierra Del Fuego,59.89413596263622,65.19963702359347,8.86
2018,1,Tierra Del Fuego,65.19963702359347,91.60519629538562,40.5
2018,2,Tierra Del Fuego,91.60519629538562,92.77191839394062,1.27
2018,3,Tierra Del Fuego,92.77191839394062,93.59257086207944,0.88
2018,4,Tierra Del Fuego,93.59257086207944,93.37581922721242,-0.23
2019,1,Tierra Del Fuego,93.37581922721242,94.79803428023492,1.52
2019,2,Tierra Del Fuego,94.79803428023492,96.46210963092378,1.76
2019,3,Tierra Del Fuego,96.46210963092378,79.69536136377089,-17.38
2019,4,Tierra Del Fuego,79.69536136377089,76.06964979018785,-4.55
2020,1,Tierra Del Fuego,76.06964979018785,76.36948260742473,0.39
2020,2,Tierra Del Fuego,76.36948260742473,76.80909583946696,0.58
2020,3,Tierra Del Fuego,76.80909583946696,76.26583496977399,-0.71
2020,4,Tierra Del Fuego,76.26583496977399,77.34935609177366,1.42
2021,1,Tierra Del Fuego,77.34935609177366,67.88580775229184,-12.23
2021,2,Tierra Del Fuego,67.88580775229184,94.95386825985028,39.87
2021,3,Tierra Del Fuego,94.95386825985028,98.40061644865432,3.63
2021,4,Tierra Del Fuego,98.40061644865432,98.29055038672794,-0.11
2022,1,Tierra Del Fuego,98.29055038672794,99.86,1.6
2022,2,Tierra Del Fuego,99.86,99.51,-0.35
2022,3,Tierra Del Fuego,99.51,101.44,1.94
2022,4,Tierra Del Fuego,101.44,104.23,2.75
2023,1,Tierra Del Fuego,104.23,106.38,2.06
2023,2,Tierra Del Fuego,106.38,105.95,-0.4
2014,1,Tucumán,33.4209747934719,33.94452688568229,1.57
2014,2,Tucumán,33.94452688568229,33.94375582221807,-0.0
2014,3,Tucumán,33.94375582221807,35.32087516932818,4.06
2014,4,Tucumán,35.32087516932818,35.07860688538978,-0.69
2015,1,Tucumán,35.07860688538978,35.68770560918727,1.74
2015,2,Tucumán,35.68770560918727,36.61035952774264,2.59
2015,3,Tucumán,36.61035952774264,37.06217328329588,1.23
2015,4,Tucumán,37.06217328329588,36.72477136636591,-0.91
2016,1,Tucumán,36.72477136636591,37.23568289338424,1.39
2016,2,Tucumán,37.23568289338424,37.89736341023836,1.78
2016,3,Tucumán,37.89736341023836,37.9807622036193,0.22
2016,4,Tucumán,37.9807622036193,37.90016075894098,-0.21
2017,1,Tucumán,37.90016075894098,38.18623365639289,0.75
2017,2,Tucumán,38.18623365639289,39.69537916123259,3.95
2017,3,Tucumán,39.69537916123259,39.8968735176797,0.51
2017,4,Tucumán,39.8968735176797,41.17600938886616,3.21
2018,1,Tucumán,41.17600938886616,41.512563170017415,0.82
2018,2,Tucumán,41.512563170017415,41.68101359528755,0.41
2018,3,Tucumán,41.68101359528755,41.75796963877769,0.18
2018,4,Tucumán,41.75796963877769,41.63074443134759,-0.3
2019,1,Tucumán,41.63074443134759,40.13604621420884,-3.59
2019,2,Tucumán,40.13604621420884,39.487600204016815,-1.62
2019,3,Tucumán,39.487600204016815,47.64902012521289,20.67
2019,4,Tucumán,47.64902012521289,47.84792325850032,0.42
2020,1,Tucumán,47.84792325850032,51.78074091030483,8.22
2020,2,Tucumán,51.78074091030483,53.2281495112899,2.8
2020,3,Tucumán,53.2281495112899,54.78340441369959,2.92
2020,4,Tucumán,54.78340441369959,54.81892254125389,0.06
2021,1,Tucumán,54.81892254125389,54.928196510348045,0.2
2021,2,Tucumán,54.928196510348045,54.63604486100796,-0.53
2021,3,Tucumán,54.63604486100796,55.92599102424391,2.36
2021,4,Tucumán,55.92599102424391,57.39003227231194,2.62
2022,1,Tucumán,57.39003227231194,59.31,3.35
2022,2,Tucumán,59.31,61.14,3.09
2022,3,Tucumán,61.14,61.04,-0.16
2022,4,Tucumán,61.04,60.34,-1.15
2023,1,Tucumán,60.34,60.75,0.68
2023,2,Tucumán,60.75,61.26,0.84
