ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros Mbps,Total suma Mbps
1585467.0,1183894.0,113590.0,19989.0,25825.0,2928765.0,17.5478839831824,57.68868105608009,2916070,12695.0,8361.0,107351.48,2266948.24,262563.76,200490.96,2642.3199999999997,7720.0,0.0,2856077.7600000002
454815.0,871262.0,30974.0,2229.0,12788.0,1372068.0,44.91109222814752,118.28921116431961,1362193,9875.0,2448.0,49339.520000000004,942524.76,159618.24,175594.04,2027.68,10022.0,0.0,1341574.24
25801.0,242.0,15.0,1.0,34.0,26093.0,6.5638473961451576,25.863781184637624,26080,13.0,15.0,6871.0,14206.0,4143.0,812.0,43.0,1.0,0.0,26091.0
56282.0,28809.0,186.0,52.0,41.0,85370.0,7.454020298824401,27.963072793479412,85354,16.0,240.0,10353.0,47131.0,19016.0,7498.0,979.0,157.0,0.0,85374.0
43964.0,792.0,916.0,13408.0,4803.0,63883.0,11.233578169758335,36.81180991463324,62143,1740.0,641.0,5886.0,71668.0,167.0,0.0,0.0,0.0,0.0,78362.0
55792.0,27604.0,176.0,1340.0,47.0,84959.0,7.9251911359201195,30.16741240901903,84931,28.0,33.0,11921.0,48127.0,18168.0,6111.0,453.0,146.0,0.0,84959.0
351692.0,264055.0,1450.0,5412.0,389.0,622998.0,17.430734989025318,57.08340378951846,622761,237.0,150.0,68765.0,429787.0,61109.0,59372.0,2582.0,1048.0,0.0,622813.0
113909.0,51945.0,122.0,6261.0,197.0,172434.0,13.027710914374044,43.67718163526334,172252,182.0,2863.0,20385.0,103990.0,34788.0,9924.0,384.0,153.0,0.0,172487.0
21573.0,5264.0,2.0,899.0,14.0,27752.0,4.783639923880968,18.836751773785252,27751,1.0,1862.0,6521.0,14354.0,2791.0,1842.0,379.0,2.0,0.0,27751.0
32598.0,6895.0,22.0,0.0,35.0,39550.0,5.423454555427568,21.2703333470887,39548,2.0,2549.0,9278.0,21588.0,5169.0,966.0,0.0,0.0,0.0,39550.0
12755.0,41886.0,4078.0,6195.0,557.0,65471.0,19.055588379965016,57.96395975091518,64976,495.0,613.0,13087.0,47660.0,9.0,55.0,39.0,10.0,0.0,61473.0
16725.0,0.0,16.0,2.0,28.0,16771.0,4.550079085806065,17.151129442032545,16753,18.0,10.0,3840.0,9102.0,2984.0,832.0,0.0,3.0,0.0,16771.0
153299.0,13030.0,2572.0,42.0,1880.0,170823.0,9.042401990754488,32.49199583186653,169261,1562.0,256.0,25.0,173430.0,45.0,18.0,5.0,13.0,0.0,173792.0
59921.0,31635.0,46.0,5.0,15.0,91622.0,7.687041384274881,28.306345093436885,91615,7.0,958.0,9809.0,51234.0,17367.0,11654.0,559.0,43.0,0.0,91624.0
47102.0,36620.0,1045.0,13051.0,2798.0,100616.0,16.195213031371225,54.59931489671118,98376,2240.0,1733.0,2124.0,85044.0,210.0,6599.0,2.0,155.0,0.0,95867.0
66806.0,27130.0,917.0,3415.0,1346.0,99614.0,14.21984560217436,46.389186656745146,98529,1085.0,3372.0,4457.0,88691.0,99.0,3826.0,1.0,62.0,0.0,100508.0
78064.0,21688.0,47.0,129.0,645.0,100573.0,7.525378783060509,31.175945212858434,100570,3.0,1126.0,12223.0,65405.0,17451.0,4318.0,61.0,5.0,0.0,100589.0
48670.0,451.0,770.0,1231.0,908.0,52030.0,7.027462887351242,27.66538565566005,51409,621.0,9.0,391.0,54963.0,0.0,0.0,0.0,2.0,0.0,55365.0
11432.0,1025.0,354.0,31.0,377.0,13219.0,2.7688118552652248,9.70650326873876,12902,317.0,9.0,4.0,13286.0,0.0,0.0,1.0,2.0,0.0,13302.0
15540.0,2718.0,396.0,5226.0,2391.0,26271.0,8.159354482038923,27.606060983429437,25912,359.0,190.0,25.0,32266.0,2.0,0.0,0.0,0.0,0.0,32483.0
337042.0,209673.0,4169.0,4426.0,1428.0,556738.0,16.3639671637834,52.14595474084349,556097,641.0,6767.0,80817.0,363177.0,59531.0,42021.0,2320.0,1133.0,0.0,555766.0
33886.0,4365.0,19.0,1097.0,30.0,39397.0,4.237302719178804,17.11882253135319,39394,3.0,703.0,8332.0,23158.0,5956.0,1249.0,0.0,0.0,0.0,39398.0
22636.0,8085.0,665.0,1.0,2350.0,33737.0,22.04802112197417,74.85845784033849,33118,619.0,15.0,285.0,36408.0,2.0,0.0,0.0,0.0,0.0,36710.0
142925.0,1135.0,116.0,88.0,50.0,144314.0,9.04046893117945,36.61035952774264,144272,42.0,107.0,23687.0,83654.0,29998.0,6232.0,623.0,0.0,0.0,144301.0
1586343.0,1223603.0,103269.0,20397.0,25773.0,2959385.0,17.683348856285942,58.29182182733718,2946743,12642.0,7984.92,100302.64,2253196.96,274559.6,240187.64,3834.52,8179.96,0.0,2888246.24
455427.0,879950.0,19818.0,2273.0,12758.0,1370226.0,44.832983780989366,118.13036321153807,1360381,9845.0,2417.08,46568.36,916813.04,172029.4,198635.36,3087.48,10899.04,0.0,1350449.7599999998
26180.0,242.0,15.0,1.0,34.0,26472.0,6.643394374998431,26.23945178859185,26459,13.0,15.0,6513.0,14484.0,4106.0,1313.0,39.0,1.0,0.0,26471.0
56818.0,29456.0,186.0,52.0,41.0,86553.0,7.53670916277073,28.35056623514143,86537,16.0,194.0,9593.0,46771.0,18608.0,10092.0,1136.0,159.0,0.0,86553.0
43968.0,811.0,916.0,13521.0,4803.0,64019.0,11.205552103480567,36.89017827786587,62279,1740.0,625.0,5774.0,71881.0,168.0,0.0,0.0,0.0,0.0,78448.0
55681.0,28178.0,177.0,1354.0,45.0,85435.0,7.950363156694786,30.33643144533882,85409,26.0,29.0,11248.0,48104.0,17877.0,7569.0,456.0,150.0,0.0,85433.0
353530.0,266062.0,480.0,5613.0,385.0,626070.0,17.46916799414709,57.364881766079215,625835,235.0,148.0,63746.0,427471.0,62989.0,67151.0,3336.0,1088.0,0.0,625929.0
113983.0,53411.0,122.0,6427.0,194.0,174137.0,13.123962308090587,44.10854807300098,173957,180.0,2865.0,18883.0,104224.0,33989.0,13668.0,399.0,163.0,0.0,174191.0
21734.0,5314.0,4.0,1023.0,14.0,28089.0,4.8305631271657905,19.06549151678632,28088,1.0,1791.0,6081.0,14279.0,2704.0,2713.0,519.0,4.0,0.0,28091.0
32934.0,6933.0,22.0,0.0,35.0,39924.0,5.458341251601313,21.47147379391073,39922,2.0,2551.0,8876.0,21867.0,5044.0,1587.0,0.0,0.0,0.0,39925.0
12755.0,42705.0,4327.0,6205.0,374.0,66366.0,19.272161272149656,58.75633720012275,66054,312.0,592.0,12951.0,48798.0,16.0,63.0,49.0,10.0,0.0,62479.0
16886.0,0.0,16.0,2.0,28.0,16932.0,4.577775134234902,17.315778648410653,16914,18.0,10.0,3638.0,9127.0,2937.0,1215.0,2.0,3.0,0.0,16932.0
153293.0,13030.0,2572.0,38.0,1874.0,170807.0,9.015907568565332,32.48895249500142,169251,1556.0,241.0,23.0,174719.0,38.0,41.0,5.0,13.0,0.0,175080.0
60252.0,32533.0,48.0,5.0,15.0,92853.0,7.766317103077486,28.686658891542372,92846,7.0,959.0,9169.0,51029.0,17281.0,13690.0,675.0,52.0,0.0,92855.0
51680.0,38902.0,1048.0,12934.0,2852.0,107416.0,17.22630452981118,58.2893377687955,105122,2294.0,1727.0,2061.0,89678.0,455.0,7934.0,9.0,175.0,0.0,102039.0
66851.0,27221.0,915.0,3407.0,1328.0,99722.0,14.185024658290292,46.43948111494307,98655,1067.0,3282.0,4473.0,89062.0,201.0,4024.0,5.0,75.0,0.0,101122.0
78744.0,22446.0,47.0,129.0,554.0,101920.0,7.599850568087338,31.593492648071866,101917,3.0,1122.0,11387.0,65677.0,17139.0,6507.0,99.0,5.0,0.0,101936.0
48670.0,451.0,770.0,1230.0,908.0,52029.0,7.007150043164227,27.6648539357743,51408,621.0,9.0,386.0,55761.0,0.0,0.0,0.0,2.0,0.0,56158.0
11432.0,1025.0,354.0,30.0,377.0,13218.0,2.759291577250979,9.705768984506312,12901,317.0,8.0,4.0,13473.0,0.0,0.0,1.0,2.0,0.0,13488.0
15614.0,2723.0,396.0,5261.0,2409.0,26403.0,8.143243109871943,27.74476906647967,26047,356.0,188.0,26.0,32338.0,3.0,0.0,0.0,0.0,0.0,32555.0
339843.0,212911.0,2885.0,4596.0,1437.0,561672.0,16.474943169318767,52.60808978585806,561045,627.0,6659.0,75770.0,361264.0,60985.0,51258.0,3079.0,1189.0,0.0,560204.0
33582.0,4365.0,19.0,1139.0,30.0,39135.0,4.197822731421939,17.00497803803607,39132,3.0,703.0,7836.0,23074.0,5669.0,1856.0,0.0,0.0,0.0,39138.0
22636.0,4301.0,665.0,1.0,2350.0,29953.0,19.441920240938828,66.46220433623792,29334,619.0,16.0,285.0,32662.0,0.0,0.0,0.0,0.0,0.0,32963.0
144188.0,1653.0,116.0,88.0,50.0,146095.0,9.122607419100433,37.06217328329588,146053,42.0,107.0,21800.0,83887.0,29942.0,9507.0,837.0,0.0,0.0,146080.0
1583560.0,1200859.0,111231.0,21108.0,25757.0,2942515.0,17.53507921643952,57.33590782254113,2929903,12612.0,7350.92,97879.92,2214759.68,289929.08,247372.32,8315.0,9528.880000000001,0.0,2875135.8
454425.0,832126.0,36332.0,2284.0,12729.0,1337896.0,43.75778412718348,115.16005888884817,1328079,9817.0,2310.08,43686.08,869048.3200000001,178664.91999999998,192643.68,6577.0,10838.12,0.0,1303768.2000000002
26096.0,243.0,15.0,1.0,34.0,26389.0,6.606879526910472,25.910217981190538,26376,13.0,15.0,6102.0,14653.0,4241.0,1334.0,42.0,1.0,0.0,26388.0
56353.0,29994.0,211.0,52.0,41.0,86651.0,7.524734075579937,28.07514644775236,86635,16.0,194.0,8755.0,46304.0,19388.0,10587.0,1238.0,184.0,0.0,86650.0
43967.0,834.0,916.0,13280.0,4803.0,63800.0,11.115931499378867,36.0927055378499,62060,1740.0,94.0,5095.0,72396.0,1066.0,0.0,0.0,0.0,0.0,78651.0
55454.0,28491.0,192.0,1354.0,45.0,85536.0,7.940601449315725,30.080785004133055,85510,26.0,29.0,10690.0,47833.0,18375.0,7911.0,526.0,170.0,0.0,85534.0
350884.0,252346.0,674.0,5636.0,386.0,609926.0,16.972666239608547,55.283092783740216,609692,234.0,148.0,59484.0,414452.0,65763.0,66455.0,4143.0,1039.0,0.0,611484.0
113101.0,54948.0,146.0,6425.0,193.0,174813.0,13.142540095674788,43.84596814466226,174634,179.0,2864.0,17749.0,104137.0,35104.0,14057.0,457.0,165.0,0.0,174533.0
21852.0,5420.0,5.0,1023.0,14.0,28314.0,4.858053690123639,19.041878369434937,28313,1.0,1738.0,5731.0,14163.0,3229.0,2906.0,544.0,5.0,0.0,28316.0
33481.0,6751.0,22.0,0.0,35.0,40289.0,5.491800261988138,21.41001128856396,40287,2.0,2543.0,8558.0,22383.0,5188.0,1623.0,0.0,0.0,0.0,40295.0
12754.0,41881.0,4536.0,6209.0,549.0,65929.0,19.101771424266833,57.84086865504526,65442,487.0,426.0,11065.0,52117.0,15.0,78.0,71.0,11.0,0.0,63783.0
16645.0,0.0,16.0,2.0,28.0,16691.0,4.4969582015400285,16.83351837249417,16673,18.0,10.0,3382.0,9060.0,2980.0,1254.0,2.0,3.0,0.0,16691.0
153299.0,13030.0,2576.0,34.0,1871.0,170810.0,8.990567825336337,32.12333888801278,169257,1553.0,235.0,21.0,175376.0,47.0,43.0,5.0,17.0,0.0,175744.0
59538.0,33330.0,70.0,5.0,15.0,92958.0,7.751215322654614,28.36765259095629,92951,7.0,959.0,8502.0,50061.0,19195.0,13363.0,779.0,68.0,0.0,92927.0
51702.0,36122.0,1085.0,12502.0,2850.0,104261.0,16.65921009321782,55.75393700425406,101969,2292.0,1720.0,1737.0,86310.0,479.0,7893.0,143.0,171.0,0.0,98453.0
66894.0,27312.0,937.0,3341.0,1338.0,99822.0,14.14929460475045,45.83512638708331,98745,1077.0,1171.0,6105.0,90038.0,203.0,4246.0,77.0,81.0,0.0,101921.0
78973.0,22741.0,73.0,132.0,507.0,102426.0,7.6113150931071925,31.315545971153234,102423,3.0,1119.0,10765.0,65646.0,17748.0,6643.0,119.0,31.0,0.0,102071.0
48670.0,451.0,770.0,1195.0,908.0,51994.0,6.982387580659241,27.330794110004312,51373,621.0,9.0,309.0,56447.0,0.0,0.0,0.0,2.0,0.0,56767.0
11432.0,1042.0,354.0,27.0,377.0,13232.0,2.752950183918377,9.586346282770212,12915,317.0,8.0,4.0,13645.0,0.0,0.0,1.0,2.0,0.0,13660.0
15654.0,2723.0,396.0,5088.0,2426.0,26287.0,8.051419802811122,26.865862521449994,25931,356.0,168.0,29.0,32188.0,8.0,0.0,0.0,0.0,0.0,32393.0
338052.0,204816.0,3014.0,4686.0,1428.0,551996.0,16.157804349232396,51.27734085407622,551378,618.0,6492.0,71565.0,353525.0,64117.0,51293.0,3754.0,1063.0,0.0,551809.0
32838.0,3900.0,19.0,911.0,30.0,37698.0,4.032855070541266,16.205749206821952,37695,3.0,703.0,7219.0,22805.0,5769.0,1898.0,0.0,0.0,0.0,38394.0
22636.0,4834.0,665.0,1.0,2350.0,30486.0,19.6541853628346,65.83304163135006,29867,619.0,16.0,285.0,33003.0,0.0,0.0,0.0,0.0,0.0,33304.0
144233.0,2165.0,116.0,74.0,49.0,146637.0,9.127106142747772,36.72477136636591,146596,41.0,106.0,20092.0,84008.0,31490.0,10046.0,871.0,0.0,0.0,146613.0
1579448.0,1305949.0,113070.0,21163.0,25661.0,3045291.0,18.098684568289556,59.33852679105808,3032776,12515.0,10786.0,133385.0,2250898.04,335296.0,334723.0,31494.0,11933.0,0.0,3108515.04
450644.0,892209.0,36669.0,2390.0,12672.0,1394584.0,45.59375712104128,120.03953504825309,1384824,9760.0,4352.0,1736.0,859038.96,146091.0,213010.0,19597.0,13477.0,0.0,1257301.96
26262.0,245.0,14.0,1.0,34.0,26556.0,6.632980570132604,26.074188059740646,26543,13.0,15.0,5736.0,14742.0,4567.0,1496.0,47.0,1.0,0.0,26604.0
56112.0,31825.0,221.0,52.0,41.0,88251.0,7.642896733294073,28.5935505552226,88235,16.0,197.0,8063.0,45823.0,20346.0,12090.0,1571.0,201.0,0.0,88291.0
43977.0,867.0,916.0,13293.0,4803.0,63856.0,11.074824787933132,36.12438565556337,62116,1740.0,572.0,5421.0,73078.0,775.0,0.0,0.0,0.0,0.0,79846.0
55511.0,29845.0,203.0,1354.0,43.0,86956.0,8.053039893831306,30.580162046616557,86932,24.0,41.0,10018.0,47916.0,19200.0,8851.0,803.0,191.0,0.0,87020.0
348891.0,277615.0,1709.0,5610.0,1089.0,634914.0,17.620348014320207,57.54798052828644,634680,234.0,258.0,57050.0,437547.0,71980.0,82618.0,8355.0,1242.0,0.0,659050.0
112809.0,58768.0,169.0,6434.0,193.0,178373.0,13.377306134693265,44.73887454518738,178194,179.0,4734.0,16368.0,115000.0,36917.0,15522.0,849.0,205.0,0.0,189595.0
22101.0,5658.0,6.0,1023.0,14.0,28802.0,4.930439412017454,19.370070664563997,28801,1.0,1675.0,5401.0,14370.0,3569.0,3218.0,593.0,10.0,0.0,28836.0
33758.0,7374.0,22.0,0.0,35.0,41189.0,5.597761384701527,21.888281043576683,41187,2.0,2561.0,8292.0,25301.0,5589.0,1750.0,3.0,0.0,0.0,43496.0
12754.0,44654.0,4708.0,6225.0,547.0,68888.0,19.91385540427254,60.43686025737927,68403,485.0,429.0,10616.0,63928.0,15.0,119.0,96.0,11.0,0.0,75214.0
16691.0,0.0,15.0,2.0,28.0,16736.0,4.4934890589340855,16.878902611111524,16718,18.0,10.0,3151.0,9043.0,3190.0,1344.0,3.0,5.0,0.0,16746.0
153321.0,13030.0,2576.0,29.0,1868.0,170824.0,8.96594364845842,32.12597179442594,169274,1550.0,437.0,30.0,176922.0,61.0,44.0,5.0,20.0,0.0,177519.0
59573.0,36145.0,77.0,5.0,15.0,95815.0,7.964976216879448,29.239512823021975,95808,7.0,1973.0,7899.0,49586.0,21385.0,14820.0,1073.0,96.0,0.0,96832.0
51742.0,42370.0,1088.0,12466.0,2849.0,110515.0,17.594175765043765,59.098285533662036,108224,2291.0,1916.0,1691.0,88854.0,583.0,10241.0,1285.0,208.0,0.0,104778.0
67031.0,28100.0,939.0,3300.0,1334.0,100704.0,14.224291356155328,46.240113078127436,99631,1073.0,1189.0,6107.0,92158.0,194.0,4877.0,520.0,86.0,0.0,105131.0
79438.0,24719.0,85.0,151.0,539.0,104932.0,7.770812428027119,32.08172602508202,104929,3.0,2160.0,10123.0,70875.0,18759.0,7129.0,140.0,49.0,0.0,109235.0
48670.0,451.0,770.0,1214.0,908.0,52013.0,6.964997582946448,27.34078151409113,51392,621.0,10.0,273.0,57589.0,0.0,0.0,0.0,4.0,0.0,57876.0
11432.0,1063.0,354.0,30.0,377.0,13256.0,2.7487304539676813,9.603733851602321,12939,317.0,12.0,4.0,13931.0,0.0,0.0,1.0,2.0,0.0,13950.0
15453.0,2722.0,396.0,4996.0,2586.0,26153.0,7.955357767523354,26.728911725319804,25797,356.0,244.0,26.0,31995.0,142.0,20.0,0.0,0.0,0.0,32427.0
336244.0,219088.0,2981.0,4744.0,1417.0,564474.0,16.489119309020037,52.436477259371124,563867,607.0,9486.0,67325.0,374960.0,68505.0,60469.0,6509.0,1277.0,0.0,588531.0
32101.0,3900.0,19.0,911.0,30.0,36961.0,3.943453095409565,15.888925047306124,36958,3.0,704.0,6705.0,22208.0,5943.0,2108.0,1.0,0.0,0.0,37669.0
22636.0,5707.0,665.0,1.0,2350.0,31359.0,20.081326844262296,67.71824288255286,30740,619.0,16.0,286.0,38773.0,0.0,0.0,0.0,0.0,0.0,39075.0
145486.0,2968.0,116.0,58.0,49.0,148677.0,9.224512334342581,37.23568289338424,148636,41.0,231.0,18515.0,83945.0,33891.0,11310.0,1032.0,2.0,0.0,148926.0
1574216.0,1355770.0,113463.0,18867.0,24276.0,3086592.0,18.295308597951934,60.14329545468815,3075387,11205.0,5856.0,107945.0,2148475.16,393530.0,399116.0,52900.0,13318.0,0.0,3121140.16
447726.0,905105.0,36796.0,2514.0,10963.0,1403104.0,45.85472026772204,120.77287775101534,1395053,8051.0,331.0,995.0,759027.84,208249.0,240856.0,38341.0,13886.0,0.0,1261685.8399999999
26689.0,248.0,14.0,1.0,18.0,26970.0,6.72059087375157,26.48067675746367,26957,13.0,15.0,4038.0,16183.0,4845.0,1853.0,50.0,0.0,0.0,26984.0
56251.0,32730.0,232.0,2.0,15.0,89230.0,7.706877803276395,28.910749068480953,89216,14.0,190.0,5227.0,46821.0,21193.0,13746.0,2022.0,217.0,0.0,89416.0
43987.0,935.0,916.0,13364.0,4750.0,63952.0,11.041169584989312,36.17869442878647,62222,1730.0,466.0,5190.0,74375.0,674.0,0.0,0.0,0.0,0.0,80705.0
55934.0,30813.0,217.0,1354.0,22.0,88340.0,8.161726730902307,31.066878826051184,88328,12.0,15.0,7425.0,49471.0,19956.0,10006.0,1263.0,210.0,0.0,88346.0
348481.0,285480.0,2540.0,5695.0,395.0,642591.0,17.78550480431242,58.24381625803197,642458,133.0,48.0,41329.0,415075.0,75988.0,99225.0,11691.0,1322.0,0.0,644678.0
112588.0,61850.0,206.0,6441.0,64.0,181149.0,13.552371996148606,45.43514088447326,181092,57.0,1768.0,10657.0,110844.0,38665.0,17737.0,1307.0,248.0,0.0,181226.0
21800.0,5905.0,9.0,0.0,2.0,27716.0,4.733748023050463,18.639708302862847,27716,0.0,1723.0,4277.0,15581.0,3964.0,3658.0,648.0,10.0,0.0,29861.0
34250.0,8236.0,22.0,0.0,30.0,42538.0,5.76400350138348,22.605154265256864,42537,1.0,286.0,6878.0,27425.0,5943.0,1978.0,31.0,0.0,0.0,42541.0
12751.0,45952.0,4910.0,6236.0,515.0,70364.0,20.294829381412075,61.73178543650905,69903,461.0,374.0,10187.0,55792.0,15.0,224.0,114.0,11.0,0.0,66717.0
16891.0,0.0,15.0,2.0,22.0,16930.0,4.529887087279927,17.074559106484113,16912,18.0,9.0,2349.0,9686.0,3316.0,1562.0,11.0,2.0,0.0,16935.0
153233.0,13030.0,2576.0,28.0,1757.0,170624.0,8.930444449562124,32.08835884566649,169174,1450.0,37.0,10.0,178186.0,73.0,48.0,5.0,17.0,0.0,178376.0
59776.0,38130.0,79.0,5.0,7.0,97997.0,8.121652823521027,29.905385775898186,97997,0.0,1010.0,6030.0,48871.0,23394.0,17043.0,1559.0,91.0,0.0,97998.0
51752.0,44739.0,1093.0,12402.0,2617.0,112603.0,17.862151015228427,60.21485088853954,110491,2112.0,1531.0,1527.0,87404.0,680.0,12541.0,2118.0,225.0,0.0,106026.0
67043.0,28496.0,942.0,3293.0,1252.0,101026.0,14.220201565227184,46.38796536215942,100024,1002.0,1007.0,6026.0,90689.0,207.0,5953.0,790.0,99.0,0.0,104771.0
80866.0,26113.0,90.0,157.0,565.0,107791.0,7.955372391224448,32.95583168118035,107790,1.0,1107.0,6922.0,71214.0,20229.0,8099.0,197.0,50.0,0.0,107818.0
48670.0,451.0,770.0,1174.0,903.0,51968.0,6.939188629814689,27.31712713599077,51348,620.0,8.0,245.0,58577.0,0.0,0.0,0.0,2.0,0.0,58832.0
11432.0,1113.0,354.0,23.0,371.0,13293.0,2.7472425273887247,9.630539686885157,12978,315.0,7.0,4.0,14077.0,0.0,0.0,1.0,2.0,0.0,14091.0
15570.0,2722.0,817.0,4978.0,2170.0,26257.0,7.932484607529773,26.835201895450698,25886,371.0,189.0,22.0,31904.0,221.0,52.0,9.0,0.0,0.0,32397.0
334911.0,223011.0,3037.0,4862.0,1190.0,567011.0,16.529361932364445,52.67215036886248,566625,386.0,3958.0,49501.0,360606.0,72657.0,69864.0,10210.0,1308.0,0.0,568104.0
31730.0,3900.0,19.0,3.0,8.0,35660.0,3.794480871177055,15.329646578472886,35658,2.0,26.0,5097.0,22747.0,6216.0,2497.0,9.0,0.0,0.0,36592.0
22636.0,6276.0,665.0,1.0,2347.0,31925.0,20.307103192524696,68.94049249100736,31306,619.0,16.0,285.0,35080.0,0.0,0.0,0.0,0.0,0.0,35381.0
147259.0,3850.0,116.0,53.0,41.0,151319.0,9.358616360369721,37.89736341023836,151282,37.0,127.0,12247.0,87970.0,36518.0,13150.0,1288.0,4.0,0.0,151304.0
1563542.0,1414676.0,118747.0,21394.0,24342.0,3142701.0,18.578640735833826,61.236587430356856,3131499,11202.0,6055.0,86281.0,2085604.6,403575.0,467398.0,72348.0,17279.0,0.0,3138540.6
434835.0,914952.0,38161.0,2583.0,10928.0,1401459.0,45.78373827727234,120.63133173632356,1393443,8016.0,517.0,1477.0,704324.4,225723.0,264582.0,53506.0,16756.0,0.0,1266885.4
26735.0,250.0,14.0,1.0,34.0,27034.0,6.720813040873304,26.543515589961913,27021,13.0,15.0,3478.0,16519.0,4889.0,2077.0,54.0,0.0,0.0,27032.0
54974.0,33534.0,248.0,52.0,39.0,88847.0,7.653240095890541,28.786656085255263,88833,14.0,191.0,3983.0,45634.0,21323.0,14887.0,2586.0,250.0,0.0,88854.0
43994.0,955.0,916.0,13107.0,4793.0,63765.0,10.959254911598952,36.07290546427898,62035,1730.0,401.0,4493.0,73951.0,1352.0,0.0,0.0,0.0,0.0,80197.0
54981.0,31497.0,233.0,1354.0,31.0,88096.0,8.119896031116928,30.98107037649768,88084,12.0,15.0,6109.0,48995.0,20187.0,10908.0,1645.0,234.0,0.0,88093.0
337368.0,289344.0,3368.0,5686.0,789.0,636555.0,17.57129145976522,57.696719154378975,636422,133.0,50.0,29380.0,404645.0,77966.0,108368.0,15458.0,1606.0,0.0,637473.0
109359.0,64141.0,226.0,6448.0,71.0,180245.0,13.451982739190726,45.208402854677,180188,57.0,1680.0,8253.0,110296.0,38491.0,19509.0,1801.0,280.0,0.0,180310.0
22400.0,6061.0,16.0,1023.0,13.0,29513.0,5.02928480990009,19.84823607816392,29513,0.0,1573.0,3519.0,15791.0,4114.0,3855.0,649.0,17.0,0.0,29518.0
33838.0,8731.0,22.0,0.0,34.0,42625.0,5.758804384392255,22.651387008241425,42624,1.0,303.0,6225.0,27778.0,6143.0,2134.0,43.0,0.0,0.0,42626.0
12754.0,47245.0,5054.0,6253.0,522.0,71828.0,20.670760836407798,63.016182768654026,71368,460.0,368.0,9789.0,56694.0,16.0,335.0,132.0,11.0,0.0,67345.0
16270.0,0.0,16.0,2.0,28.0,16316.0,4.350562085368715,16.45531638401623,16298,18.0,9.0,1646.0,9635.0,3334.0,1675.0,13.0,3.0,0.0,16315.0
153320.0,13030.0,2579.0,27.0,1769.0,170725.0,8.910941733480245,32.10735338479002,169274,1451.0,114.0,16.0,177194.0,79.0,49.0,5.0,20.0,0.0,177477.0
57983.0,39294.0,100.0,5.0,8.0,97390.0,8.047024567428018,29.720149807797423,97390,0.0,1010.0,4783.0,47454.0,23433.0,18371.0,2215.0,126.0,0.0,97392.0
51742.0,46389.0,1124.0,11910.0,2670.0,113835.0,17.993247493890816,60.873667228199054,111723,2112.0,1539.0,1406.0,84859.0,792.0,14153.0,3073.0,271.0,0.0,106093.0
67057.0,28474.0,954.0,3274.0,1261.0,101020.0,14.170250609480686,46.38521035065572,100020,1000.0,998.0,2953.0,92967.0,248.0,6317.0,1174.0,122.0,0.0,104779.0
79389.0,26657.0,110.0,158.0,621.0,106935.0,7.865487548426057,32.69411973937546,106934,1.0,577.0,5027.0,71636.0,20787.0,8611.0,239.0,70.0,0.0,106947.0
48670.0,451.0,772.0,1121.0,907.0,51921.0,6.913287316652287,27.292421452197058,51301,620.0,8.0,220.0,58608.0,0.0,0.0,0.0,4.0,0.0,58840.0
11432.0,1120.0,354.0,26.0,375.0,13307.0,2.7410268293938924,9.640682435370556,12992,315.0,8.0,4.0,14014.0,0.0,0.0,1.0,2.0,0.0,14029.0
15607.0,2722.0,1055.0,4823.0,2257.0,26464.0,7.940780215262837,27.04676021484584,26094,370.0,189.0,23.0,31369.0,342.0,80.0,10.0,0.0,0.0,32013.0
326721.0,225792.0,3201.0,4946.0,1172.0,561832.0,16.345011971501133,52.19105023718895,561470,362.0,4966.0,40102.0,349722.0,74401.0,77667.0,13155.0,1529.0,0.0,561542.0
30192.0,3900.0,19.0,911.0,29.0,35051.0,3.719720429331573,15.067847510433346,35049,2.0,26.0,3925.0,22246.0,6178.0,2664.0,15.0,0.0,0.0,35054.0
22636.0,6905.0,665.0,1.0,2350.0,32557.0,20.57132386392357,70.30526590539473,31938,619.0,16.0,285.0,35409.0,0.0,0.0,0.0,0.0,0.0,35710.0
146995.0,4482.0,116.0,14.0,45.0,151652.0,9.349553397483637,37.9807622036193,151615,37.0,96.0,10021.0,87994.0,37721.0,14389.0,1400.0,10.0,0.0,151631.0
1559178.0,1465817.0,118839.0,21200.0,24342.0,3189376.0,18.804855031011677,58.57400244920328,3178174,11202.0,6017.0,83918.0,2057698.16,402315.0,523540.0,90937.0,22299.0,0.0,3186724.16
428801.0,918328.0,38259.0,2730.0,10928.0,1399046.0,45.687714654171046,108.36920836560806,1391030,8016.0,510.0,1409.0,678921.84,218487.0,277195.0,66536.0,19881.0,0.0,1262939.8399999999
26020.0,248.0,14.0,1.0,34.0,26317.0,6.527341318167275,25.659350838021506,26304,13.0,15.0,3328.0,15861.0,4901.0,2161.0,49.0,0.0,0.0,26315.0
54430.0,34277.0,252.0,52.0,39.0,89050.0,7.65022534015797,28.62166053842791,89036,14.0,191.0,3835.0,44544.0,21467.0,15671.0,3025.0,314.0,0.0,89047.0
