ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total_conexion,Accesos por cada 100 hab,Accesos por cada 100 hogares,Banda ancha fija,Dial up,Hasta 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otros Mbps,Total suma Mbps
56933.0,18373.0,4.0,3.0,14.0,75327.0,6.399773666851879,23.567356954345527,75327,0.0,640.0,13637.0,53510.0,5928.0,1606.0,0.0,1.0,0.0,75322.0
54458.0,30964.0,1000.0,12858.0,3087.0,102367.0,16.726688649309313,56.39541102706976,100099,2268.0,1522.0,3099.0,80090.0,107.0,2865.0,10.0,27.0,0.0,87720.0
65264.0,26590.0,888.0,3533.0,1505.0,97780.0,14.159932806209634,46.196187157830146,96629,1151.0,3640.0,5189.0,86868.0,87.0,1944.0,8.0,9.0,0.0,97745.0
73828.0,18394.0,43.0,109.0,580.0,92954.0,7.053549273694012,29.2226843537979,92929,25.0,732.0,17481.0,66026.0,8314.0,388.0,0.0,0.0,0.0,92941.0
48272.0,451.0,731.0,1199.0,1126.0,51779.0,7.0752480415613945,27.854244478102746,51031,748.0,8.0,487.0,51276.0,0.0,0.0,0.0,0.0,0.0,51771.0
11303.0,925.0,355.0,25.0,438.0,13046.0,2.770051341285783,9.711210759672754,12683,363.0,8.0,0.0,13029.0,0.0,0.0,3.0,0.0,0.0,13040.0
17862.0,492.0,385.0,4273.0,3098.0,26110.0,8.34323913237982,28.231942904274984,25664,446.0,195.0,1624.0,24248.0,1.0,1.0,0.0,0.0,0.0,26069.0
325577.0,183630.0,4407.0,6540.0,733.0,520887.0,15.437988654617879,49.19588444557267,520196,691.0,8230.0,112593.0,357615.0,23962.0,12124.0,38.0,806.0,0.0,515368.0
32820.0,3900.0,19.0,768.0,41.0,37548.0,4.082169590293595,16.49220390830193,37539,9.0,791.0,9914.0,23826.0,2867.0,142.0,0.0,0.0,0.0,37540.0
21840.0,3469.0,650.0,1.0,2832.0,28792.0,19.344392262780588,65.68610204476191,28037,755.0,12.0,336.0,32348.0,2.0,0.0,0.0,0.0,0.0,32698.0
131739.0,97.0,117.0,13.0,100.0,132066.0,8.381678430058432,33.94375582221807,131978,88.0,6.0,32716.0,84668.0,14101.0,559.0,4.0,0.0,0.0,132054.0
1575978.0,1070135.0,120528.0,17728.0,32038.0,2816407.0,17.0147634301905,56.09433653019754,2801178,15229.0,8226.0,132937.2,2250445.44,203620.2,104322.12,996.9599999999999,5406.0,0.0,2705953.9200000004
455785.0,840224.0,17155.0,1962.0,15394.0,1330520.0,43.604620676636536,114.89676550801623,1318526,11994.0,2698.0,62895.8,1038268.56,123450.8,95771.88,890.0400000000001,7997.0,0.0,1331972.08
25192.0,241.0,16.0,0.0,44.0,25493.0,6.459254980059493,25.513779082747998,25472,21.0,21.0,8047.0,14093.0,2910.0,421.0,0.0,1.0,0.0,25493.0
55024.0,10918.0,31.0,0.0,62.0,66035.0,5.81368220415458,21.87078320023224,65998,37.0,483.0,12837.0,42106.0,7908.0,2600.0,124.0,2.0,0.0,66060.0
48539.0,697.0,891.0,12256.0,6159.0,68542.0,12.22355578461917,40.24927468450274,66557,1985.0,1858.0,6218.0,60392.0,70.0,0.0,0.0,0.0,0.0,68538.0
54754.0,9526.0,40.0,1315.0,75.0,65710.0,6.174655065970425,23.56243099277512,65656,54.0,40.0,13860.0,42182.0,7513.0,2106.0,0.0,9.0,0.0,65710.0
345157.0,240452.0,419.0,3918.0,486.0,590432.0,16.655707331301695,54.69689679332299,590113,319.0,1903.0,85362.0,427844.0,41947.0,30858.0,1177.0,782.0,0.0,589873.0
112291.0,23027.0,57.0,5178.0,260.0,140813.0,10.718328095183363,36.0254708519679,140567,246.0,2311.0,27801.0,88649.0,18318.0,3584.0,1.0,66.0,0.0,140730.0
21245.0,4896.0,1.0,0.0,65.0,26207.0,4.549162969289201,17.956311361695214,26156,51.0,1947.0,7830.0,14058.0,1852.0,473.0,47.0,1.0,0.0,26208.0
31349.0,4583.0,22.0,37.0,11.0,36002.0,4.982003512117359,19.59941818052116,35999,3.0,1880.0,10427.0,19740.0,3443.0,465.0,0.0,0.0,0.0,35955.0
16043.0,34281.0,514.0,5894.0,648.0,57380.0,16.816524623987434,51.273133452228585,56813,567.0,6266.0,6879.0,36520.0,26.0,5.0,4.0,10.0,0.0,49710.0
16352.0,0.0,17.0,0.0,33.0,16402.0,4.496901902725229,17.01075088723615,16379,23.0,9.0,4333.0,9728.0,1943.0,386.0,0.0,3.0,0.0,16402.0
151797.0,13030.0,2534.0,31.0,2222.0,169614.0,9.056377705209336,32.63838187615034,167766,1848.0,303.0,19.0,169222.0,36.0,14.0,5.0,12.0,0.0,169611.0
58435.0,18613.0,16.0,150.0,15.0,77229.0,6.540662222041546,24.162430605588312,77222,7.0,547.0,11840.0,53093.0,8731.0,2952.0,54.0,12.0,0.0,77229.0
47721.0,31778.0,1014.0,11853.0,3030.0,95396.0,15.52866412077054,52.554989697249574,92999,2397.0,1731.0,2744.0,80938.0,126.0,3621.0,2.0,66.0,0.0,89228.0
66307.0,23703.0,901.0,3819.0,1530.0,96260.0,13.889530185847859,45.47806275120403,95050,1210.0,3640.0,4723.0,85094.0,94.0,2319.0,4.0,30.0,0.0,95904.0
76026.0,17289.0,48.0,6.0,578.0,93947.0,7.103785883014793,29.534861619577978,93921,26.0,54.0,16214.0,63221.0,12552.0,1922.0,0.0,4.0,0.0,93967.0
48653.0,451.0,740.0,1202.0,1073.0,52119.0,7.100961754619733,28.037145714560673,51390,729.0,11.0,478.0,51628.0,0.0,0.0,0.0,2.0,0.0,52119.0
11419.0,926.0,355.0,24.0,423.0,13147.0,2.7819569555272006,9.786393366351197,12788,359.0,9.0,0.0,13135.0,0.0,0.0,1.0,2.0,0.0,13147.0
17553.0,448.0,388.0,4395.0,2929.0,25713.0,8.15757414246012,27.802678969652344,25277,436.0,156.0,1400.0,24145.0,1.0,1.0,0.0,0.0,0.0,25703.0
335267.0,183009.0,3205.0,6282.0,1634.0,529397.0,15.657532856900755,49.999623023482705,528459,938.0,8707.0,99962.0,359293.0,36718.0,21098.0,869.0,824.0,0.0,527471.0
34110.0,4231.0,19.0,920.0,37.0,39317.0,4.26296198713424,17.26920158364512,39308,9.0,1246.0,8913.0,24181.0,4359.0,602.0,0.0,0.0,0.0,39301.0
21948.0,3664.0,655.0,1.0,2722.0,28990.0,19.341882280727507,66.13781947338316,28249,741.0,12.0,283.0,31489.0,2.0,0.0,0.0,0.0,0.0,31786.0
137093.0,97.0,116.0,13.0,105.0,137424.0,8.693215352295233,35.32087516932818,137329,95.0,17.0,28746.0,85091.0,20631.0,2733.0,196.0,0.0,0.0,137414.0
1583135.0,1096836.0,134177.0,18754.0,28940.0,2861842.0,17.241393436944044,56.37048433026737,2847076,14766.0,8882.0,123588.88,2267851.56,220070.4,126958.44,1560.6399999999999,5700.0,0.0,2754611.92
454934.0,841743.0,19334.0,1994.0,14716.0,1332721.0,43.65872499007399,114.89699714890288,1321139,11582.0,2545.0,59084.12,1013510.44,134150.6,114568.56,1195.3600000000001,8401.0,0.0,1333455.0800000003
25033.0,241.0,16.0,1.0,41.0,25332.0,6.4030169907943355,25.10946633078758,25312,20.0,13.0,7634.0,13754.0,3202.0,517.0,9.0,1.0,0.0,25130.0
54952.0,26161.0,164.0,27.0,56.0,81360.0,7.143089175357747,26.649591220305552,81329,31.0,26.0,12053.0,47425.0,15883.0,5346.0,489.0,135.0,0.0,81357.0
45645.0,717.0,906.0,12540.0,5465.0,65273.0,11.585798774556789,37.612780685907914,63327,1946.0,651.0,6176.0,57333.0,102.0,0.0,0.0,0.0,0.0,64262.0
54649.0,25372.0,129.0,1319.0,62.0,81531.0,7.642568763996284,28.95019128190928,81488,43.0,36.0,13295.0,47842.0,15554.0,4424.0,235.0,98.0,0.0,81484.0
343883.0,247564.0,415.0,4645.0,450.0,596957.0,16.79362190248589,54.69734650188214,596663,294.0,157.0,78427.0,432802.0,46574.0,37443.0,1615.0,815.0,0.0,597833.0
112363.0,47411.0,108.0,5943.0,245.0,166070.0,12.609336086982932,42.06519337351208,165839,231.0,2867.0,23951.0,104168.0,28113.0,6926.0,274.0,119.0,0.0,166418.0
21022.0,4951.0,1.0,670.0,56.0,26700.0,4.62384901660949,18.12270367397183,26657,43.0,1891.0,7336.0,14413.0,2024.0,878.0,157.0,1.0,0.0,26700.0
31505.0,5048.0,22.0,0.0,36.0,36611.0,5.050879913471037,19.68971363262363,36608,3.0,2458.0,9754.0,19858.0,3939.0,603.0,0.0,0.0,0.0,36612.0
13143.0,39571.0,3215.0,6164.0,604.0,62697.0,18.332348933631966,55.50803232733774,62155,542.0,6059.0,8054.0,45038.0,26.0,10.0,13.0,10.0,0.0,59210.0
16282.0,0.0,16.0,2.0,33.0,16333.0,4.462324463144091,16.703201787413843,16310,23.0,11.0,4201.0,9379.0,2207.0,533.0,0.0,3.0,0.0,16334.0
152433.0,13030.0,2542.0,29.0,2126.0,170160.0,9.059236417534116,32.36588756051825,168355,1805.0,287.0,24.0,169763.0,38.0,16.0,6.0,11.0,0.0,170145.0
58262.0,26836.0,30.0,5.0,13.0,85146.0,7.1884830279667495,26.305604105190643,85139,7.0,958.0,11136.0,51906.0,12387.0,8543.0,194.0,26.0,0.0,85150.0
47518.0,32152.0,1024.0,12088.0,2960.0,95742.0,15.526250068921229,51.95443673810251,93373,2369.0,1895.0,2577.0,80787.0,170.0,4067.0,2.0,76.0,0.0,89574.0
66274.0,25217.0,907.0,3473.0,1462.0,97333.0,13.99387526238606,45.32694907202778,96145,1188.0,3371.0,4913.0,86173.0,94.0,2632.0,2.0,42.0,0.0,97227.0
76280.0,19781.0,47.0,129.0,574.0,96811.0,7.2946429647847415,30.00978823344275,96793,18.0,1123.0,14151.0,64992.0,13955.0,2569.0,15.0,5.0,0.0,96810.0
48441.0,451.0,755.0,1165.0,1007.0,51819.0,7.039582453142129,27.553192759766446,51117,702.0,8.0,445.0,51346.0,0.0,0.0,0.0,2.0,0.0,51801.0
11414.0,1025.0,351.0,30.0,412.0,13232.0,2.790401457622043,9.716048963760594,12878,354.0,10.0,8.0,12720.0,0.0,1.0,0.0,2.0,0.0,12741.0
16215.0,2700.0,392.0,4772.0,2562.0,26641.0,8.391896957421542,27.994863943494483,26217,424.0,205.0,27.0,26048.0,2.0,0.0,0.0,0.0,0.0,26282.0
328809.0,199037.0,2845.0,4239.0,1507.0,536437.0,15.832773292036375,50.24449475931921,535640,797.0,6883.0,93096.0,360964.0,45270.0,27597.0,1542.0,900.0,0.0,536252.0
33813.0,4365.0,19.0,1020.0,35.0,39252.0,4.2444689547784344,17.0558169911586,39244,8.0,701.0,9236.0,23136.0,4796.0,748.0,0.0,0.0,0.0,38617.0
22291.0,7924.0,657.0,1.0,2583.0,33456.0,22.16715476458662,74.23495170010268,32726,730.0,14.0,609.0,36319.0,2.0,0.0,0.0,0.0,0.0,36944.0
137857.0,115.0,116.0,88.0,100.0,138276.0,8.71860866450986,35.07860688538978,138184,92.0,107.0,27143.0,83895.0,23061.0,3722.0,334.0,0.0,0.0,138262.0
1581770.0,1141052.0,115660.0,19268.0,26040.0,2883790.0,17.32566254457297,56.80280561439208,2871079,12711.0,8714.0,137188.96,2299705.32,243502.6,159921.64,2009.68,6712.0,0.0,2857754.2
453178.0,858342.0,19786.0,2172.0,12806.0,1346284.0,44.08485428379352,116.06627091860372,1336391,9893.0,2493.0,51799.04,990111.68,148569.4,142976.36,1482.32,9258.0,0.0,1346689.8
25387.0,242.0,15.0,1.0,34.0,25679.0,6.475144864314208,25.45341804469818,25666,13.0,15.0,7253.0,14003.0,3776.0,593.0,37.0,1.0,0.0,25678.0
55767.0,27809.0,179.0,52.0,41.0,83848.0,7.341229538625331,27.46453938839946,83832,16.0,288.0,11058.0,47551.0,17675.0,6337.0,788.0,149.0,0.0,83846.0
43949.0,762.0,916.0,13055.0,4803.0,63485.0,11.215678099350221,36.58246720458481,61745,1740.0,656.0,6032.0,55791.0,168.0,0.0,0.0,0.0,0.0,62647.0
55238.0,26553.0,157.0,1321.0,47.0,83316.0,7.790823368355694,29.584012668108493,83288,28.0,34.0,12542.0,48015.0,17184.0,5039.0,379.0,126.0,0.0,83319.0
348130.0,255596.0,435.0,5199.0,386.0,609746.0,17.106520102782877,55.86916350781819,609510,236.0,156.0,72695.0,434717.0,54993.0,46415.0,1956.0,903.0,0.0,611835.0
113378.0,49767.0,119.0,6031.0,197.0,169492.0,12.837181261223597,42.93197901645878,169309,183.0,2864.0,21986.0,104043.0,32293.0,7867.0,354.0,136.0,0.0,169543.0
21097.0,5164.0,2.0,737.0,50.0,27050.0,4.673478484721786,18.36026720527858,27013,37.0,1881.0,6907.0,14247.0,2436.0,1324.0,257.0,1.0,0.0,27053.0
32183.0,5482.0,22.0,0.0,35.0,37722.0,5.188392481356063,20.287219077594944,37720,2.0,2479.0,9474.0,20248.0,4792.0,730.0,0.0,0.0,0.0,37723.0
12756.0,40825.0,3719.0,6190.0,562.0,64052.0,18.685329046975873,56.70766522530004,63552,500.0,5737.0,8182.0,46235.0,27.0,24.0,25.0,10.0,0.0,60240.0
16463.0,0.0,16.0,2.0,28.0,16509.0,4.494678751214943,16.883190981963825,16491,18.0,10.0,4082.0,9093.0,2680.0,641.0,0.0,3.0,0.0,16509.0
153301.0,13030.0,2572.0,38.0,1882.0,170823.0,9.068294493026901,32.49199583186653,169259,1564.0,268.0,26.0,170451.0,42.0,16.0,5.0,13.0,0.0,170821.0
59179.0,29283.0,37.0,5.0,15.0,88519.0,7.4498150149300955,27.34768244882168,88512,7.0,958.0,10360.0,51671.0,15022.0,10072.0,408.0,33.0,0.0,88524.0
47078.0,34183.0,1044.0,12781.0,2799.0,97885.0,15.814175161962616,53.117336593231435,95644,2241.0,1755.0,2348.0,82727.0,214.0,5168.0,2.0,110.0,0.0,92324.0
66738.0,26268.0,916.0,3457.0,1348.0,98727.0,14.14343856592951,45.97612013432327,97640,1087.0,3413.0,4525.0,87362.0,97.0,3240.0,1.0,51.0,0.0,98689.0
77214.0,20297.0,47.0,129.0,580.0,98267.0,7.378443804380798,30.46112384270092,98264,3.0,1123.0,13020.0,64737.0,16241.0,3114.0,29.0,5.0,0.0,98269.0
48670.0,451.0,770.0,1189.0,908.0,51988.0,7.042097078751527,27.64305342045848,51367,621.0,8.0,410.0,51568.0,0.0,0.0,0.0,2.0,0.0,51988.0
11432.0,1025.0,354.0,33.0,377.0,13221.0,2.778618445940834,9.707971837203658,12904,317.0,9.0,4.0,13204.0,0.0,0.0,1.0,2.0,0.0,13220.0
15343.0,2707.0,396.0,4917.0,2400.0,25763.0,8.058063850217536,27.072245027448233,25384,379.0,210.0,25.0,25519.0,2.0,0.0,0.0,0.0,0.0,25756.0
333117.0,204685.0,2877.0,4320.0,1389.0,546388.0,16.093025858679276,51.17653890867876,545739,649.0,6827.0,86016.0,364441.0,53205.0,33894.0,1856.0,1014.0,0.0,547253.0
33873.0,4365.0,19.0,1091.0,30.0,39378.0,4.2466687085071415,17.110566632982863,39375,3.0,703.0,8779.0,23456.0,5553.0,888.0,0.0,0.0,0.0,39379.0
22636.0,7927.0,665.0,1.0,2350.0,33579.0,22.095953780047246,74.50787431664719,32960,619.0,15.0,285.0,36073.0,2.0,0.0,0.0,0.0,0.0,36375.0
139944.0,479.0,116.0,88.0,50.0,140677.0,8.841187690702666,35.68770560918727,140635,42.0,107.0,25178.0,83462.0,26966.0,4502.0,455.0,0.0,0.0,140670.0
